

lambda(nm), Y
400, 0.558473
402, 0.566717
404, 0.574845
406, 0.582638
408, 0.588891
410, 0.58976
412, 0.566165
414, 0.542199
416, 0.484717
418, 0.454516
420, 0.459961
422, 0.463889
424, 0.466602
426, 0.469109
428, 0.471902
430, 0.472621
432, 0.477995
434, 0.481902
436, 0.487072
438, 0.493983
440, 0.499642
442, 0.502203
444, 0.505488
446, 0.509444
448, 0.480654
450, 0.483908
452, 0.490731
454, 0.497587
456, 0.501132
458, 0.508813
460, 0.515995
462, 0.51696
464, 0.522855
466, 0.524758
468, 0.503693
470, 0.481376
472, 0.479064
474, 0.426671
476, 0.366874
478, 0.382329
480, 0.382994
482, 0.390243
484, 0.394273
486, 0.396292
488, 0.401973
490, 0.400056
492, 0.399862
494, 0.371665
496, 0.368789
498, 0.370741
500, 0.350991
502, 0.34096
504, 0.348406
506, 0.352762
508, 0.358552
510, 0.36341
512, 0.368633
514, 0.373169
516, 0.37882
518, 0.38295
520, 0.388689
522, 0.392544
524, 0.398029
526, 0.401262
528, 0.405796
530, 0.403236
532, 0.400837
534, 0.407716
536, 0.411491
538, 0.41817
540, 0.422318
542, 0.428898
544, 0.432676
546, 0.439433
548, 0.442558
550, 0.448721
552, 0.450275
554, 0.453376
556, 0.445477
558, 0.414398
560, 0.417215
562, 0.422021
564, 0.427707
566, 0.433242
568, 0.439758
570, 0.444087
572, 0.450285
574, 0.456585
576, 0.460982
578, 0.469223
580, 0.471765
582, 0.480707
584, 0.48339
586, 0.489747
588, 0.495588
590, 0.495956
592, 0.504923
594, 0.499773
596, 0.50237
598, 0.493227
600, 0.435247
602, 0.403624
604, 0.416365
606, 0.419867
608, 0.424005
610, 0.435701
612, 0.438787
614, 0.443798
616, 0.451761
618, 0.456162
620, 0.463966
622, 0.4706
624, 0.475326
626, 0.483781
628, 0.48906
630, 0.49479
632, 0.503474
634, 0.507706
636, 0.514752
638, 0.52324
640, 0.526733
642, 0.535118
644, 0.542947
646, 0.545468
648, 0.554897
650, 0.561844
652, 0.562927
654, 0.573242
656, 0.579003
658, 0.576654
660, 0.586863
662, 0.590114
664, 0.577897
666, 0.583689
668, 0.574074
670, 0.494933
672, 0.411131
674, 0.398171
676, 0.412768
678, 0.409817
680, 0.41495
682, 0.431001
684, 0.432747
686, 0.430745
688, 0.439187
690, 0.445501
692, 0.448208
694, 0.456436
696, 0.463309
698, 0.465318
700, 0.471676
702, 0.479779
704, 0.482109
706, 0.485961
708, 0.495007
710, 0.499383
712, 0.499977
714, 0.507185
716, 0.515228
718, 0.513872
720, 0.513074
722, 0.521486
724, 0.520747
726, 0.493781
728, 0.457443
730, 0.439066
732, 0.440144
734, 0.445447
736, 0.449487
738, 0.454866
740, 0.459591
742, 0.461344
744, 0.462649
746, 0.461868
748, 0.451068
750, 0.431016
752, 0.41613
754, 0.416183
756, 0.423889
758, 0.428513
760, 0.431191
762, 0.437707
764, 0.445454
766, 0.448425
768, 0.448914
770, 0.453647
772, 0.462
774, 0.467768
776, 0.470362
778, 0.475034
780, 0.482754
782, 0.488631
784, 0.491163
786, 0.495053
788, 0.50264
790, 0.509627
792, 0.512771
794, 0.515766
796, 0.522798
798, 0.53101
800, 0.535186
802, 0.536824
804, 0.541942
806, 0.550862
808, 0.557089
810, 0.557795
812, 0.558973
814, 0.566177
816, 0.574886
818, 0.576349
820, 0.571214
822, 0.569967
824, 0.577171
826, 0.580516
828, 0.56126
830, 0.515168
832, 0.459239
834, 0.416806
836, 0.39849
838, 0.398477
840, 0.405662
842, 0.414074
844, 0.422804
846, 0.430532
848, 0.434222
850, 0.433019
852, 0.430619
854, 0.432103
856, 0.43895
858, 0.448086
860, 0.455579
862, 0.460338
864, 0.464083
866, 0.468617
868, 0.473971
870, 0.47905
872, 0.483287
874, 0.487209
876, 0.491614
878, 0.496675
880, 0.501949
882, 0.507008
884, 0.511856
886, 0.516793
888, 0.522045
890, 0.527592
892, 0.533241
894, 0.538802
896, 0.544201
898, 0.549521
900, 0.55493
902, 0.560539
904, 0.566278
906, 0.571958
908, 0.577479
910, 0.582971
912, 0.58867
914, 0.594642
916, 0.600663
918, 0.60644
920, 0.611961
922, 0.617569
924, 0.623631
926, 0.630125
928, 0.636602
930, 0.64262
932, 0.648224
934, 0.653952
936, 0.660316
938, 0.667257
940, 0.67415
942, 0.680396
944, 0.686039
946, 0.691774
948, 0.698298
950, 0.705601
952, 0.712911
954, 0.719377
956, 0.724895
958, 0.730271
960, 0.736516
962, 0.743884
964, 0.751535
966, 0.758212
968, 0.76337
970, 0.767769
972, 0.772909
974, 0.779691
976, 0.787418
978, 0.794067
980, 0.797804
982, 0.798602
984, 0.798579
986, 0.800484
988, 0.805106
990, 0.809329
992, 0.806388
994, 0.788614
996, 0.751419
998, 0.696424
1000, 0.631941



