

lambda(nm), Y
400, 0.384002
402, 0.390012
404, 0.39702
406, 0.404524
408, 0.411565
410, 0.41655
412, 0.421251
414, 0.423024
416, 0.407024
418, 0.396203
420, 0.401461
422, 0.407355
424, 0.413544
426, 0.41944
428, 0.42409
430, 0.424485
432, 0.393679
434, 0.40122
436, 0.406059
438, 0.385726
440, 0.393779
442, 0.402057
444, 0.409365
446, 0.416374
448, 0.422464
450, 0.423595
452, 0.42772
454, 0.434531
456, 0.440009
458, 0.435724
460, 0.443552
462, 0.451725
464, 0.45953
466, 0.467242
468, 0.474421
470, 0.48041
472, 0.483906
474, 0.477537
476, 0.461334
478, 0.467908
480, 0.476446
482, 0.484377
484, 0.491261
486, 0.493416
488, 0.476578
490, 0.464286
492, 0.467665
494, 0.474353
496, 0.476695
498, 0.456536
500, 0.420829
502, 0.398162
504, 0.403224
506, 0.412603
508, 0.41777
510, 0.42288
512, 0.429964
514, 0.437096
516, 0.441327
518, 0.445386
520, 0.451946
522, 0.454797
524, 0.449624
526, 0.437706
528, 0.39605
530, 0.378857
532, 0.362818
534, 0.366845
536, 0.375062
538, 0.378873
540, 0.384916
542, 0.391733
544, 0.396677
546, 0.403141
548, 0.409948
550, 0.414525
552, 0.421455
554, 0.427642
556, 0.431224
558, 0.438385
560, 0.440582
562, 0.435693
564, 0.427588
566, 0.431148
568, 0.43885
570, 0.441772
572, 0.444005
574, 0.447492
576, 0.426055
578, 0.416074
580, 0.418732
582, 0.426545
584, 0.427665
586, 0.430087
588, 0.429527
590, 0.412452
592, 0.372942
594, 0.376051
596, 0.37997
598, 0.387996
600, 0.389588
602, 0.395638
604, 0.399584
606, 0.405677
608, 0.409982
610, 0.415843
612, 0.42024
614, 0.425872
616, 0.430013
618, 0.43521
620, 0.438005
622, 0.441445
624, 0.432127
626, 0.428251
628, 0.434331
630, 0.439629
632, 0.445926
634, 0.449362
636, 0.455224
638, 0.45848
640, 0.46309
642, 0.460381
644, 0.452287
646, 0.458016
648, 0.462709
650, 0.471478
652, 0.474442
654, 0.481626
656, 0.485043
658, 0.49129
660, 0.494971
662, 0.497623
664, 0.50192
666, 0.496013
668, 0.497828
670, 0.454448
672, 0.398753
674, 0.39411
676, 0.402171
678, 0.412979
680, 0.416545
682, 0.41711
684, 0.424738
686, 0.428899
688, 0.436001
690, 0.441325
692, 0.446409
694, 0.452774
696, 0.45654
698, 0.463107
700, 0.467055
702, 0.471849
704, 0.477257
706, 0.478718
708, 0.483992
710, 0.479707
712, 0.464794
714, 0.461197
716, 0.465926
718, 0.472827
720, 0.479599
722, 0.481465
724, 0.485934
726, 0.490724
728, 0.492489
730, 0.497745
732, 0.498314
734, 0.495892
736, 0.497433
738, 0.476921
740, 0.428857
742, 0.394658
744, 0.392437
746, 0.401146
748, 0.398067
750, 0.375806
752, 0.353337
754, 0.352164
756, 0.360628
758, 0.362714
760, 0.364155
762, 0.36446
764, 0.358831
766, 0.357287
768, 0.354441
770, 0.324695
772, 0.274158
774, 0.240824
776, 0.239271
778, 0.251616
780, 0.259968
782, 0.259632
784, 0.255827
786, 0.25631
788, 0.260932
790, 0.264654
792, 0.267681
794, 0.271744
796, 0.275065
798, 0.277466
800, 0.280621
802, 0.283719
804, 0.28611
806, 0.289041
808, 0.292241
810, 0.294822
812, 0.297697
814, 0.301073
816, 0.303931
818, 0.306735
820, 0.310174
822, 0.313371
824, 0.31618
826, 0.319495
828, 0.322858
830, 0.32565
832, 0.328851
834, 0.332719
836, 0.336058
838, 0.339014
840, 0.342704
842, 0.34657
844, 0.349735
846, 0.353085
848, 0.357126
850, 0.360742
852, 0.363791
854, 0.367485
856, 0.3716
858, 0.374964
860, 0.378167
862, 0.382291
864, 0.386405
866, 0.389496
868, 0.39274
870, 0.397004
872, 0.400842
874, 0.403446
876, 0.406454
878, 0.410543
880, 0.413743
882, 0.415302
884, 0.417416
886, 0.420718
888, 0.422175
890, 0.420492
892, 0.41916
894, 0.419122
896, 0.411541
898, 0.385164
900, 0.342425
902, 0.303021
904, 0.28736
906, 0.297424
908, 0.316318
910, 0.325905
912, 0.322441
914, 0.315122
916, 0.313097
918, 0.317142
920, 0.322836
922, 0.327546
924, 0.331973
926, 0.336842
928, 0.341244
930, 0.344488
932, 0.347434
934, 0.351017
936, 0.354747
938, 0.357742
940, 0.360372
942, 0.36367
944, 0.367573
946, 0.37101
948, 0.373704
950, 0.376673
952, 0.380598
954, 0.384716
956, 0.388036
958, 0.39092
960, 0.394498
962, 0.398856
964, 0.402882
966, 0.406025
968, 0.409192
970, 0.413369
972, 0.418065
974, 0.422006
976, 0.425063
978, 0.428501
980, 0.433118
982, 0.438022
984, 0.441894
986, 0.444926
988, 0.448608
990, 0.453596
992, 0.458718
994, 0.462579
996, 0.465549
998, 0.469314
1000, 0.47455



