

lambda(nm), Y
400, 0.541518
401, 0.543172
402, 0.548583
403, 0.550561
404, 0.555151
405, 0.558124
406, 0.561091
407, 0.565244
408, 0.565957
409, 0.570896
410, 0.568189
411, 0.572454
412, 0.558141
413, 0.551465
414, 0.546739
415, 0.548879
416, 0.513387
417, 0.487035
418, 0.493138
419, 0.4963
420, 0.499782
421, 0.504081
422, 0.506929
423, 0.5114
424, 0.513745
425, 0.517795
426, 0.519196
427, 0.52142
428, 0.518905
429, 0.505557
430, 0.505606
431, 0.512635
432, 0.515752
433, 0.521975
434, 0.52484
435, 0.53107
436, 0.533617
437, 0.539827
438, 0.54221
439, 0.548006
440, 0.550555
441, 0.555127
442, 0.558309
443, 0.56023
444, 0.564229
445, 0.560784
446, 0.563481
447, 0.538646
448, 0.506161
449, 0.508541
450, 0.514144
451, 0.517004
452, 0.522437
453, 0.525658
454, 0.530763
455, 0.53444
456, 0.539086
457, 0.543241
458, 0.547392
459, 0.551834
460, 0.555601
461, 0.560047
462, 0.5634
463, 0.567571
464, 0.570287
465, 0.573699
466, 0.574996
467, 0.57613
468, 0.571129
469, 0.552874
470, 0.551853
471, 0.556741
472, 0.553546
473, 0.558027
474, 0.541705
475, 0.51885
476, 0.520505
477, 0.52522
478, 0.52985
479, 0.534087
480, 0.536866
481, 0.542756
482, 0.544422
483, 0.548743
484, 0.55306
485, 0.553335
486, 0.55884
487, 0.559561
488, 0.559139
489, 0.563682
490, 0.557488
491, 0.554062
492, 0.549872
493, 0.503789
494, 0.44699
495, 0.437851
496, 0.447229
497, 0.442484
498, 0.443902
499, 0.442501
500, 0.421167
501, 0.406872
502, 0.41011
503, 0.413578
504, 0.416507
505, 0.420131
506, 0.421993
507, 0.425858
508, 0.428926
509, 0.430609
510, 0.434892
511, 0.437514
512, 0.439322
513, 0.443874
514, 0.446091
515, 0.44797
516, 0.45269
517, 0.454484
518, 0.456219
519, 0.461072
520, 0.462408
521, 0.463584
522, 0.468488
523, 0.469239
524, 0.469054
525, 0.473692
526, 0.473262
527, 0.469355
528, 0.47208
529, 0.466178
530, 0.43913
531, 0.413799
532, 0.409463
533, 0.415044
534, 0.418185
535, 0.42003
536, 0.422648
537, 0.425681
538, 0.428555
539, 0.430651
540, 0.433155
541, 0.4365
542, 0.438719
543, 0.440468
544, 0.443705
545, 0.446422
546, 0.447495
547, 0.449821
548, 0.452961
549, 0.453664
550, 0.454073
551, 0.456847
552, 0.457595
553, 0.454432
554, 0.45363
555, 0.453553
556, 0.439772
557, 0.410171
558, 0.386011
559, 0.383002
560, 0.390562
561, 0.393467
562, 0.393649
563, 0.397523
564, 0.401701
565, 0.402929
566, 0.405138
567, 0.409489
568, 0.412087
569, 0.41339
570, 0.416843
571, 0.420721
572, 0.422321
573, 0.424318
574, 0.428486
575, 0.431473
576, 0.43251
577, 0.435342
578, 0.43972
579, 0.441724
580, 0.442547
581, 0.446069
582, 0.450179
583, 0.451142
584, 0.451906
585, 0.455963
586, 0.459514
587, 0.459234
588, 0.459675
589, 0.463951
590, 0.466574
591, 0.464325
592, 0.463532
593, 0.467454
594, 0.468178
595, 0.461268
596, 0.455916
597, 0.457294
598, 0.450017
599, 0.416351
600, 0.365346
601, 0.326929
602, 0.31746
603, 0.325085
604, 0.330629
605, 0.329826
606, 0.329634
607, 0.332995
608, 0.336222
609, 0.337147
610, 0.337993
611, 0.340498
612, 0.34328
613, 0.34486
614, 0.346042
615, 0.348125
616, 0.350774
617, 0.352893
618, 0.354446
619, 0.356268
620, 0.358643
621, 0.361021
622, 0.363018
623, 0.364932
624, 0.367139
625, 0.369486
626, 0.371608
627, 0.373545
628, 0.37567
629, 0.37808
630, 0.380432
631, 0.382484
632, 0.384488
633, 0.38679
634, 0.389274
635, 0.391529
636, 0.393512
637, 0.395639
638, 0.398132
639, 0.400641
640, 0.402778
641, 0.404748
642, 0.407062
643, 0.409732
644, 0.412213
645, 0.414238
646, 0.41627
647, 0.418814
648, 0.421603
649, 0.423939
650, 0.425749
651, 0.427765
652, 0.430446
653, 0.43322
654, 0.435254
655, 0.436715
656, 0.43863
657, 0.44139
658, 0.444031
659, 0.445502
660, 0.446251
661, 0.447762
662, 0.450411
663, 0.452588
664, 0.452671
665, 0.451449
666, 0.45144
667, 0.453206
668, 0.45307
669, 0.445802
670, 0.430213
671, 0.4117
672, 0.398495
673, 0.395019
674, 0.398869
675, 0.404057
676, 0.406691
677, 0.407363
678, 0.408721
679, 0.411815
680, 0.415313
681, 0.417674
682, 0.419106
683, 0.42101
684, 0.424022
685, 0.427271
686, 0.429644
687, 0.431251
688, 0.433224
689, 0.436209
690, 0.439541
691, 0.442105
692, 0.443753
693, 0.445491
694, 0.448229
695, 0.451666
696, 0.454664
697, 0.45663
698, 0.458227
699, 0.46056
700, 0.463849



