

lambda(nm), Y
400, 0.45787
401, 0.455981
402, 0.454095
403, 0.45222
404, 0.450362
405, 0.448527
406, 0.446722
407, 0.44495
408, 0.443215
409, 0.441517
410, 0.439855
411, 0.438226
412, 0.436627
413, 0.435053
414, 0.433501
415, 0.431967
416, 0.43045
417, 0.428949
418, 0.427465
419, 0.426002
420, 0.424563
421, 0.423155
422, 0.421784
423, 0.420458
424, 0.419182
425, 0.417962
426, 0.416803
427, 0.415706
428, 0.414672
429, 0.413699
430, 0.412783
431, 0.411919
432, 0.411098
433, 0.410313
434, 0.409553
435, 0.408811
436, 0.408078
437, 0.407345
438, 0.406608
439, 0.405861
440, 0.405103
441, 0.404333
442, 0.403553
443, 0.402766
444, 0.401977
445, 0.401192
446, 0.400418
447, 0.399661
448, 0.398928
449, 0.398226
450, 0.397558
451, 0.396929
452, 0.39634
453, 0.395792
454, 0.395283
455, 0.394811
456, 0.394372
457, 0.393959
458, 0.393566
459, 0.393186
460, 0.392813
461, 0.392438
462, 0.392054
463, 0.391656
464, 0.391236
465, 0.390792
466, 0.39032
467, 0.389816
468, 0.38928
469, 0.388712
470, 0.388113
471, 0.387485
472, 0.386831
473, 0.386153
474, 0.385456
475, 0.384745
476, 0.384022
477, 0.383293
478, 0.382561
479, 0.381831
480, 0.381106
481, 0.38039
482, 0.379684
483, 0.378992
484, 0.378316
485, 0.377656
486, 0.377015
487, 0.376393
488, 0.375791
489, 0.375209
490, 0.374646
491, 0.374103
492, 0.373579
493, 0.373073
494, 0.372584
495, 0.372111
496, 0.371653
497, 0.371207
498, 0.370772
499, 0.370346
500, 0.369927
501, 0.369513
502, 0.369101
503, 0.36869
504, 0.368276
505, 0.367857
506, 0.367431
507, 0.366997
508, 0.366551
509, 0.366092
510, 0.36562
511, 0.365132
512, 0.364628
513, 0.364107
514, 0.363569
515, 0.363015
516, 0.362445
517, 0.36186
518, 0.361261
519, 0.36065
520, 0.360028
521, 0.359399
522, 0.358763
523, 0.358122
524, 0.35748
525, 0.356839
526, 0.3562
527, 0.355565
528, 0.354937
529, 0.354317
530, 0.353707
531, 0.353108
532, 0.352521
533, 0.351947
534, 0.351387
535, 0.35084
536, 0.350308
537, 0.349789
538, 0.349285
539, 0.348795
540, 0.348318
541, 0.347854
542, 0.347403
543, 0.346964
544, 0.346537
545, 0.346121
546, 0.345716
547, 0.345323
548, 0.34494
549, 0.344567
550, 0.344205
551, 0.343852
552, 0.343511
553, 0.343179
554, 0.342858
555, 0.342547
556, 0.342246
557, 0.341956
558, 0.341675
559, 0.341405
560, 0.341144
561, 0.340893
562, 0.34065
563, 0.340416
564, 0.340189
565, 0.339969
566, 0.339755
567, 0.339546
568, 0.339341
569, 0.339138
570, 0.338938
571, 0.338739
572, 0.338539
573, 0.338338
574, 0.338134
575, 0.337927
576, 0.337715
577, 0.337498
578, 0.337276
579, 0.337047
580, 0.336811
581, 0.336567
582, 0.336317
583, 0.336059
584, 0.335794
585, 0.335521
586, 0.335242
587, 0.334956
588, 0.334665
589, 0.334369
590, 0.334068
591, 0.333763
592, 0.333456
593, 0.333147
594, 0.332836
595, 0.332525
596, 0.332215
597, 0.331907
598, 0.3316
599, 0.331296
600, 0.330996
601, 0.3307
602, 0.330408
603, 0.330121
604, 0.32984
605, 0.329565
606, 0.329295
607, 0.329032
608, 0.328775
609, 0.328524
610, 0.328279
611, 0.32804
612, 0.327807
613, 0.32758
614, 0.327358
615, 0.327141
616, 0.32693
617, 0.326724
618, 0.326522
619, 0.326325
620, 0.326131
621, 0.325942
622, 0.325756
623, 0.325574
624, 0.325396
625, 0.32522
626, 0.325048
627, 0.324879
628, 0.324712
629, 0.324549
630, 0.324389
631, 0.324231
632, 0.324077
633, 0.323925
634, 0.323777
635, 0.323631
636, 0.323489
637, 0.32335
638, 0.323214
639, 0.323082
640, 0.322952
641, 0.322827
642, 0.322704
643, 0.322586
644, 0.322471
645, 0.322359
646, 0.322251
647, 0.322147
648, 0.322047
649, 0.32195
650, 0.321857
651, 0.321767
652, 0.321681
653, 0.321599
654, 0.32152
655, 0.321444
656, 0.321372
657, 0.321303
658, 0.321237
659, 0.321175
660, 0.321115
661, 0.321058
662, 0.321004
663, 0.320952
664, 0.320903
665, 0.320856
666, 0.320812
667, 0.320769
668, 0.320728
669, 0.320689
670, 0.320651
671, 0.320614
672, 0.320579
673, 0.320544
674, 0.320509
675, 0.320475
676, 0.320442
677, 0.320407
678, 0.320373
679, 0.320338
680, 0.320302
681, 0.320265
682, 0.320226
683, 0.320186
684, 0.320144
685, 0.3201
686, 0.320054
687, 0.320005
688, 0.319954
689, 0.3199
690, 0.319843
691, 0.319782
692, 0.319719
693, 0.319652
694, 0.319582
695, 0.319509
696, 0.319432
697, 0.319351
698, 0.319268
699, 0.319181
700, 0.31909



