

lambda(nm), Y
400, 0.361877
401, 0.361466
402, 0.360972
403, 0.360337
404, 0.359617
405, 0.358929
406, 0.358353
407, 0.35788
408, 0.357429
409, 0.356918
410, 0.356326
411, 0.355705
412, 0.35514
413, 0.354679
414, 0.354302
415, 0.353937
416, 0.353507
417, 0.352988
418, 0.352415
419, 0.351854
420, 0.351361
421, 0.350942
422, 0.35056
423, 0.350165
424, 0.349732
425, 0.349281
426, 0.348862
427, 0.348522
428, 0.34828
429, 0.348111
430, 0.347966
431, 0.3478
432, 0.347597
433, 0.347376
434, 0.347169
435, 0.347005
436, 0.346883
437, 0.346776
438, 0.346644
439, 0.346457
440, 0.346212
441, 0.345933
442, 0.345659
443, 0.345419
444, 0.345224
445, 0.34506
446, 0.344901
447, 0.344724
448, 0.344527
449, 0.344323
450, 0.344139
451, 0.343996
452, 0.343902
453, 0.343845
454, 0.343801
455, 0.343745
456, 0.343664
457, 0.343562
458, 0.343454
459, 0.34336
460, 0.343291
461, 0.343242
462, 0.343198
463, 0.343134
464, 0.343029
465, 0.342874
466, 0.342676
467, 0.342449
468, 0.342212
469, 0.341974
470, 0.341736
471, 0.341488
472, 0.341214
473, 0.340904
474, 0.340555
475, 0.340179
476, 0.339795
477, 0.339422
478, 0.339076
479, 0.338761
480, 0.338472
481, 0.338195
482, 0.337912
483, 0.337615
484, 0.3373
485, 0.336976
486, 0.336653
487, 0.336346
488, 0.336063
489, 0.335803
490, 0.335561
491, 0.335325
492, 0.335084
493, 0.334832
494, 0.33457
495, 0.334304
496, 0.334044
497, 0.333799
498, 0.333574
499, 0.333367
500, 0.33317
501, 0.332972
502, 0.332761
503, 0.332531
504, 0.332278
505, 0.332006
506, 0.331722
507, 0.331435
508, 0.33115
509, 0.33087
510, 0.330589
511, 0.330302
512, 0.329998
513, 0.329671
514, 0.329315
515, 0.328933
516, 0.328529
517, 0.328112
518, 0.327691
519, 0.327273
520, 0.326864
521, 0.326463
522, 0.326071
523, 0.325684
524, 0.3253
525, 0.32492
526, 0.324546
527, 0.324184
528, 0.323837
529, 0.323511
530, 0.323207
531, 0.322924
532, 0.322655
533, 0.322395
534, 0.322133
535, 0.321863
536, 0.321582
537, 0.321288
538, 0.320986
539, 0.320681
540, 0.320382
541, 0.320096
542, 0.319827
543, 0.319578
544, 0.319345
545, 0.319124
546, 0.31891
547, 0.318697
548, 0.31848
549, 0.318258
550, 0.318032
551, 0.317808
552, 0.31759
553, 0.317384
554, 0.317194
555, 0.317023
556, 0.316868
557, 0.316726
558, 0.316592
559, 0.31646
560, 0.316323
561, 0.31618
562, 0.316029
563, 0.315872
564, 0.315713
565, 0.315556
566, 0.315406
567, 0.315266
568, 0.315137
569, 0.315018
570, 0.314906
571, 0.314796
572, 0.314681
573, 0.314558
574, 0.314422
575, 0.314273
576, 0.314111
577, 0.313939
578, 0.313762
579, 0.313585
580, 0.313411
581, 0.313242
582, 0.313079
583, 0.31292
584, 0.312759
585, 0.312592
586, 0.312413
587, 0.312217
588, 0.312003
589, 0.311769
590, 0.311519
591, 0.311257
592, 0.310992
593, 0.310731
594, 0.310484
595, 0.310257
596, 0.310055
597, 0.309882
598, 0.309737
599, 0.309617
600, 0.309519
601, 0.309436
602, 0.309362
603, 0.30929
604, 0.309216
605, 0.309137
606, 0.309051
607, 0.30896
608, 0.308864
609, 0.308766
610, 0.308669
611, 0.308575
612, 0.308486
613, 0.308402
614, 0.308323
615, 0.308246
616, 0.30817
617, 0.308091
618, 0.308009
619, 0.30792
620, 0.307825
621, 0.307723
622, 0.307617
623, 0.307508
624, 0.3074
625, 0.307294
626, 0.307194
627, 0.307102
628, 0.307019
629, 0.306944
630, 0.306877
631, 0.306816
632, 0.306758
633, 0.306702
634, 0.306644
635, 0.306583
636, 0.306517
637, 0.306446
638, 0.306371
639, 0.306294
640, 0.306216
641, 0.30614
642, 0.306068
643, 0.306004
644, 0.305948
645, 0.305901
646, 0.305864
647, 0.305836
648, 0.305814
649, 0.305798
650, 0.305783
651, 0.305768
652, 0.30575
653, 0.305728
654, 0.3057
655, 0.305667
656, 0.305628
657, 0.305586
658, 0.305542
659, 0.305499
660, 0.305459
661, 0.305425
662, 0.305398
663, 0.305379
664, 0.305369
665, 0.305367
666, 0.305372
667, 0.305382
668, 0.305395
669, 0.305407
670, 0.305417
671, 0.305421
672, 0.305418
673, 0.305407
674, 0.305386
675, 0.305357
676, 0.305321
677, 0.30528
678, 0.305235
679, 0.30519
680, 0.305148
681, 0.30511
682, 0.305079
683, 0.305056
684, 0.305041
685, 0.305034
686, 0.305034
687, 0.305038
688, 0.305044
689, 0.305048
690, 0.305047
691, 0.305037
692, 0.305016
693, 0.30498
694, 0.304929
695, 0.304862
696, 0.304778
697, 0.30468
698, 0.304569
699, 0.304449
700, 0.304324



