

lambda(nm), Y
740, 0.329106
740.067, 0.329026
740.133, 0.328945
740.2, 0.328863
740.267, 0.32878
740.333, 0.328697
740.4, 0.328613
740.467, 0.328528
740.533, 0.328442
740.6, 0.328356
740.667, 0.328269
740.733, 0.328181
740.8, 0.328093
740.867, 0.328004
740.933, 0.327915
741, 0.327825
741.067, 0.327734
741.133, 0.327643
741.2, 0.327551
741.267, 0.327459
741.333, 0.327366
741.4, 0.327273
741.467, 0.327179
741.533, 0.327085
741.6, 0.32699
741.667, 0.326894
741.733, 0.326799
741.8, 0.326703
741.867, 0.326606
741.933, 0.326509
742, 0.326412
742.067, 0.326314
742.133, 0.326216
742.2, 0.326118
742.267, 0.32602
742.333, 0.325921
742.4, 0.325822
742.467, 0.325722
742.533, 0.325623
742.6, 0.325523
742.667, 0.325423
742.733, 0.325323
742.8, 0.325223
742.867, 0.325122
742.933, 0.325022
743, 0.324921
743.067, 0.32482
743.133, 0.32472
743.2, 0.324619
743.267, 0.324518
743.333, 0.324418
743.4, 0.324317
743.467, 0.324216
743.533, 0.324116
743.6, 0.324015
743.667, 0.323915
743.733, 0.323815
743.8, 0.323714
743.867, 0.323615
743.933, 0.323515
744, 0.323415
744.067, 0.323316
744.133, 0.323217
744.2, 0.323119
744.267, 0.32302
744.333, 0.322922
744.4, 0.322824
744.467, 0.322727
744.533, 0.32263
744.6, 0.322534
744.667, 0.322438
744.733, 0.322342
744.8, 0.322247
744.867, 0.322152
744.933, 0.322058
745, 0.321965
745.067, 0.321872
745.133, 0.321779
745.2, 0.321687
745.267, 0.321596
745.333, 0.321506
745.4, 0.321416
745.467, 0.321327
745.533, 0.321238
745.6, 0.321151
745.667, 0.321064
745.733, 0.320978
745.8, 0.320892
745.867, 0.320808
745.933, 0.320724
746, 0.320641
746.067, 0.320559
746.133, 0.320478
746.2, 0.320398
746.267, 0.320319
746.333, 0.320241
746.4, 0.320164
746.467, 0.320087
746.533, 0.320012
746.6, 0.319938
746.667, 0.319865
746.733, 0.319793
746.8, 0.319722
746.867, 0.319652
746.933, 0.319583
747, 0.319516
747.067, 0.319449
747.133, 0.319384
747.2, 0.31932
747.267, 0.319257
747.333, 0.319195
747.4, 0.319135
747.467, 0.319076
747.533, 0.319018
747.6, 0.318961
747.667, 0.318906
747.733, 0.318852
747.8, 0.318799
747.867, 0.318748
747.933, 0.318698
748, 0.318649
748.067, 0.318602
748.133, 0.318556
748.2, 0.318511
748.267, 0.318468
748.333, 0.318426
748.4, 0.318386
748.467, 0.318347
748.533, 0.31831
748.6, 0.318274
748.667, 0.318239
748.733, 0.318206
748.8, 0.318175
748.867, 0.318145
748.933, 0.318116
749, 0.318089
749.067, 0.318064
749.133, 0.318039
749.2, 0.318017
749.267, 0.317996
749.333, 0.317976
749.4, 0.317958
749.467, 0.317942
749.533, 0.317927
749.6, 0.317913
749.667, 0.317901
749.733, 0.317891
749.8, 0.317882
749.867, 0.317875
749.933, 0.317869
750, 0.317865
750.067, 0.317862
750.133, 0.317861
750.2, 0.317861
750.267, 0.317863
750.333, 0.317867
750.4, 0.317872
750.467, 0.317878
750.533, 0.317886
750.6, 0.317895
750.667, 0.317906
750.733, 0.317919
750.8, 0.317933
750.867, 0.317948
750.933, 0.317965
751, 0.317983
751.067, 0.318003
751.133, 0.318024
751.2, 0.318047
751.267, 0.318071
751.333, 0.318096
751.4, 0.318123
751.467, 0.318152
751.533, 0.318181
751.6, 0.318212
751.667, 0.318245
751.733, 0.318278
751.8, 0.318313
751.867, 0.31835
751.933, 0.318387
752, 0.318426
752.067, 0.318466
752.133, 0.318508
752.2, 0.318551
752.267, 0.318594
752.333, 0.31864
752.4, 0.318686
752.467, 0.318733
752.533, 0.318782
752.6, 0.318832
752.667, 0.318883
752.733, 0.318935
752.8, 0.318988
752.867, 0.319042
752.933, 0.319097
753, 0.319153
753.067, 0.31921
753.133, 0.319268
753.2, 0.319327
753.267, 0.319387
753.333, 0.319448
753.4, 0.31951
753.467, 0.319572
753.533, 0.319636
753.6, 0.3197
753.667, 0.319765
753.733, 0.319831
753.8, 0.319897
753.867, 0.319965
753.933, 0.320033
754, 0.320101
754.067, 0.320171
754.133, 0.320241
754.2, 0.320311
754.267, 0.320382
754.333, 0.320454
754.4, 0.320526
754.467, 0.320598
754.533, 0.320671
754.6, 0.320745
754.667, 0.320819
754.733, 0.320893
754.8, 0.320968
754.867, 0.321043
754.933, 0.321118
755, 0.321194
755.067, 0.32127
755.133, 0.321346
755.2, 0.321422
755.267, 0.321498
755.333, 0.321575
755.4, 0.321652
755.467, 0.321729
755.533, 0.321805
755.6, 0.321882
755.667, 0.321959
755.733, 0.322036
755.8, 0.322113
755.867, 0.32219
755.933, 0.322267
756, 0.322343
756.067, 0.32242
756.133, 0.322496
756.2, 0.322572
756.267, 0.322648
756.333, 0.322723
756.4, 0.322799
756.467, 0.322874
756.533, 0.322948
756.6, 0.323023
756.667, 0.323097
756.733, 0.32317
756.8, 0.323244
756.867, 0.323316
756.933, 0.323389
757, 0.32346
757.067, 0.323532
757.133, 0.323602
757.2, 0.323672
757.267, 0.323742
757.333, 0.323811
757.4, 0.323879
757.467, 0.323947
757.533, 0.324014
757.6, 0.32408
757.667, 0.324146
757.733, 0.324211
757.8, 0.324275
757.867, 0.324338
757.933, 0.324401
758, 0.324463
758.067, 0.324524
758.133, 0.324584
758.2, 0.324643
758.267, 0.324701
758.333, 0.324759
758.4, 0.324815
758.467, 0.324871
758.533, 0.324926
758.6, 0.324979
758.667, 0.325032
758.733, 0.325084
758.8, 0.325135
758.867, 0.325184
758.933, 0.325233
759, 0.325281
759.067, 0.325328
759.133, 0.325373
759.2, 0.325418
759.267, 0.325461
759.333, 0.325503
759.4, 0.325545
759.467, 0.325585
759.533, 0.325624
759.6, 0.325662
759.667, 0.325698
759.733, 0.325734
759.8, 0.325768
759.867, 0.325802
759.933, 0.325834
760, 0.325865



