

lambda(nm), Y
400, 0.479866
402, 0.485108
404, 0.490169
406, 0.495456
408, 0.500735
410, 0.503278
412, 0.489469
414, 0.467684
416, 0.398676
418, 0.358741
420, 0.36449
422, 0.369662
424, 0.373161
426, 0.375271
428, 0.376948
430, 0.375813
432, 0.381929
434, 0.386169
436, 0.390743
438, 0.397442
440, 0.40411
442, 0.407747
444, 0.411457
446, 0.41728
448, 0.405009
450, 0.408564
452, 0.415486
454, 0.423314
456, 0.427181
458, 0.434046
460, 0.441678
462, 0.443103
464, 0.448348
466, 0.449287
468, 0.425616
470, 0.388458
472, 0.392463
474, 0.360134
476, 0.321544
478, 0.333205
480, 0.333533
482, 0.339343
484, 0.344048
486, 0.344922
488, 0.351106
490, 0.349152
492, 0.348526
494, 0.321146
496, 0.317455
498, 0.320768
500, 0.304695
502, 0.295929
504, 0.302577
506, 0.30544
508, 0.31089
510, 0.314109
512, 0.318846
514, 0.321947
516, 0.326651
518, 0.329493
520, 0.333937
522, 0.336257
524, 0.340233
526, 0.340858
528, 0.343185
530, 0.330412
532, 0.318206
534, 0.325923
536, 0.327528
538, 0.333959
540, 0.336838
542, 0.342451
544, 0.345224
546, 0.351177
548, 0.353815
550, 0.35958
552, 0.361779
554, 0.366347
556, 0.365303
558, 0.35763
560, 0.362012
562, 0.36644
564, 0.372396
566, 0.376512
568, 0.383313
570, 0.386687
572, 0.393423
574, 0.398004
576, 0.40321
578, 0.409828
580, 0.412817
582, 0.420934
584, 0.423102
586, 0.429716
588, 0.434251
590, 0.43547
592, 0.443306
594, 0.438834
596, 0.441475
598, 0.433202
600, 0.379757
602, 0.347974
604, 0.359063
606, 0.361691
608, 0.364424
610, 0.375115
612, 0.376749
614, 0.3812
616, 0.387772
618, 0.390691
620, 0.398048
622, 0.402883
624, 0.406923
626, 0.414769
628, 0.418257
630, 0.423916
632, 0.431519
634, 0.434256
636, 0.441515
638, 0.448466
640, 0.450839
642, 0.459449
644, 0.465406
646, 0.467129
648, 0.476714
650, 0.481625
652, 0.482154
654, 0.49258
656, 0.496203
658, 0.493418
660, 0.503814
662, 0.505063
664, 0.492776
666, 0.49921
668, 0.488457
670, 0.412712
672, 0.335523
674, 0.323042
676, 0.33479
678, 0.332067
680, 0.336693
682, 0.350073
684, 0.351202
686, 0.349149
688, 0.355566
690, 0.360613
692, 0.363215
694, 0.370006
696, 0.375239
698, 0.376841
700, 0.382258
702, 0.388583
704, 0.389932
706, 0.393134
708, 0.400773
710, 0.403754
712, 0.403446
714, 0.409492
716, 0.416005
718, 0.413256
720, 0.411218
722, 0.418323
724, 0.415918
726, 0.386591
728, 0.34767
730, 0.327475
732, 0.327411
734, 0.331386
736, 0.333956
738, 0.338355
740, 0.342346
742, 0.342918
744, 0.342876
746, 0.341829
748, 0.332856
750, 0.316247
752, 0.304208
754, 0.304467
756, 0.310336
758, 0.313467
760, 0.315649
762, 0.321106
764, 0.326811
766, 0.328464
768, 0.328938
770, 0.333098
772, 0.339318
774, 0.343083
776, 0.345111
778, 0.349261
780, 0.355077
782, 0.358848
784, 0.360646
786, 0.364214
788, 0.370125
790, 0.374695
792, 0.376561
794, 0.379202
796, 0.384897
798, 0.390607
800, 0.393022
802, 0.394303
804, 0.398685
806, 0.405307
808, 0.409188
810, 0.409216
812, 0.41038
814, 0.41608
816, 0.422123
818, 0.422268
820, 0.417869
822, 0.416952
824, 0.422229
826, 0.423723
828, 0.407101
830, 0.369219
832, 0.323142
834, 0.287226
836, 0.270618
838, 0.269549
840, 0.275097
842, 0.28162
844, 0.287822
846, 0.292955
848, 0.295141
850, 0.293681
852, 0.291093
854, 0.291311
856, 0.295886
858, 0.302664
860, 0.30829
862, 0.311471
864, 0.313533
866, 0.316269
868, 0.319936
870, 0.32346
872, 0.326061
874, 0.328174
876, 0.33077
878, 0.334172
880, 0.337807
882, 0.341015
884, 0.343809
886, 0.346759
888, 0.350257
890, 0.354091
892, 0.357751
894, 0.361026
896, 0.364193
898, 0.367648
900, 0.371452
902, 0.375299
904, 0.37889
906, 0.382264
908, 0.385734
910, 0.38954
912, 0.393596
914, 0.397594
916, 0.401323
918, 0.404873
920, 0.408526
922, 0.412472
924, 0.416635
926, 0.420767
928, 0.42469
930, 0.42846
932, 0.432299
934, 0.436378
936, 0.440666
938, 0.444966
940, 0.449098
942, 0.453058
944, 0.457018
946, 0.461174
948, 0.465573
950, 0.470068
952, 0.47444
954, 0.478578
956, 0.48258
958, 0.48668
960, 0.491055
962, 0.49566
964, 0.500238
966, 0.504509
968, 0.508406
970, 0.512166
972, 0.516162
974, 0.520588
976, 0.525222
978, 0.529503
980, 0.532918
982, 0.53545
984, 0.537703
986, 0.540504
988, 0.544112
990, 0.54753
992, 0.548468
994, 0.544179
996, 0.532872
998, 0.514969
1000, 0.493464



