

lambda(nm), Y
740, 0.268869
740.067, 0.268878
740.133, 0.268887
740.2, 0.268895
740.267, 0.268903
740.333, 0.268911
740.4, 0.268919
740.467, 0.268927
740.533, 0.268934
740.6, 0.268941
740.667, 0.268949
740.733, 0.268956
740.8, 0.268963
740.867, 0.268969
740.933, 0.268976
741, 0.268983
741.067, 0.26899
741.133, 0.268997
741.2, 0.269004
741.267, 0.26901
741.333, 0.269017
741.4, 0.269024
741.467, 0.269032
741.533, 0.269039
741.6, 0.269046
741.667, 0.269054
741.733, 0.269061
741.8, 0.269069
741.867, 0.269077
741.933, 0.269085
742, 0.269094
742.067, 0.269103
742.133, 0.269112
742.2, 0.269121
742.267, 0.269131
742.333, 0.269141
742.4, 0.269151
742.467, 0.269162
742.533, 0.269173
742.6, 0.269184
742.667, 0.269196
742.733, 0.269208
742.8, 0.269221
742.867, 0.269234
742.933, 0.269248
743, 0.269262
743.067, 0.269277
743.133, 0.269292
743.2, 0.269308
743.267, 0.269324
743.333, 0.269341
743.4, 0.269358
743.467, 0.269376
743.533, 0.269395
743.6, 0.269414
743.667, 0.269434
743.733, 0.269454
743.8, 0.269475
743.867, 0.269497
743.933, 0.26952
744, 0.269543
744.067, 0.269567
744.133, 0.269591
744.2, 0.269616
744.267, 0.269642
744.333, 0.269669
744.4, 0.269696
744.467, 0.269725
744.533, 0.269754
744.6, 0.269783
744.667, 0.269814
744.733, 0.269845
744.8, 0.269877
744.867, 0.26991
744.933, 0.269944
745, 0.269978
745.067, 0.270013
745.133, 0.270049
745.2, 0.270086
745.267, 0.270124
745.333, 0.270162
745.4, 0.270202
745.467, 0.270242
745.533, 0.270283
745.6, 0.270324
745.667, 0.270367
745.733, 0.27041
745.8, 0.270455
745.867, 0.2705
745.933, 0.270546
746, 0.270592
746.067, 0.27064
746.133, 0.270688
746.2, 0.270737
746.267, 0.270787
746.333, 0.270838
746.4, 0.27089
746.467, 0.270942
746.533, 0.270995
746.6, 0.271049
746.667, 0.271104
746.733, 0.27116
746.8, 0.271216
746.867, 0.271273
746.933, 0.271331
747, 0.271389
747.067, 0.271449
747.133, 0.271509
747.2, 0.27157
747.267, 0.271631
747.333, 0.271693
747.4, 0.271756
747.467, 0.271819
747.533, 0.271884
747.6, 0.271948
747.667, 0.272014
747.733, 0.27208
747.8, 0.272147
747.867, 0.272214
747.933, 0.272282
748, 0.27235
748.067, 0.272419
748.133, 0.272489
748.2, 0.272559
748.267, 0.272629
748.333, 0.2727
748.4, 0.272772
748.467, 0.272844
748.533, 0.272916
748.6, 0.272989
748.667, 0.273063
748.733, 0.273136
748.8, 0.27321
748.867, 0.273285
748.933, 0.27336
749, 0.273435
749.067, 0.27351
749.133, 0.273586
749.2, 0.273662
749.267, 0.273738
749.333, 0.273814
749.4, 0.273891
749.467, 0.273967
749.533, 0.274044
749.6, 0.274121
749.667, 0.274199
749.733, 0.274276
749.8, 0.274353
749.867, 0.274431
749.933, 0.274508
750, 0.274586
750.067, 0.274663
750.133, 0.27474
750.2, 0.274818
750.267, 0.274895
750.333, 0.274972
750.4, 0.275049
750.467, 0.275126
750.533, 0.275203
750.6, 0.27528
750.667, 0.275356
750.733, 0.275432
750.8, 0.275508
750.867, 0.275584
750.933, 0.275659
751, 0.275735
751.067, 0.275809
751.133, 0.275884
751.2, 0.275958
751.267, 0.276031
751.333, 0.276105
751.4, 0.276177
751.467, 0.27625
751.533, 0.276322
751.6, 0.276393
751.667, 0.276464
751.733, 0.276534
751.8, 0.276604
751.867, 0.276673
751.933, 0.276741
752, 0.276809
752.067, 0.276877
752.133, 0.276943
752.2, 0.277009
752.267, 0.277074
752.333, 0.277139
752.4, 0.277203
752.467, 0.277266
752.533, 0.277328
752.6, 0.277389
752.667, 0.27745
752.733, 0.27751
752.8, 0.277569
752.867, 0.277627
752.933, 0.277685
753, 0.277741
753.067, 0.277797
753.133, 0.277851
753.2, 0.277905
753.267, 0.277958
753.333, 0.27801
753.4, 0.27806
753.467, 0.27811
753.533, 0.278159
753.6, 0.278207
753.667, 0.278254
753.733, 0.2783
753.8, 0.278345
753.867, 0.278389
753.933, 0.278431
754, 0.278473
754.067, 0.278514
754.133, 0.278553
754.2, 0.278592
754.267, 0.278629
754.333, 0.278665
754.4, 0.2787
754.467, 0.278734
754.533, 0.278767
754.6, 0.278799
754.667, 0.27883
754.733, 0.278859
754.8, 0.278888
754.867, 0.278915
754.933, 0.278941
755, 0.278966
755.067, 0.27899
755.133, 0.279013
755.2, 0.279034
755.267, 0.279055
755.333, 0.279074
755.4, 0.279092
755.467, 0.279109
755.533, 0.279125
755.6, 0.27914
755.667, 0.279153
755.733, 0.279166
755.8, 0.279177
755.867, 0.279187
755.933, 0.279196
756, 0.279204
756.067, 0.279211
756.133, 0.279217
756.2, 0.279222
756.267, 0.279225
756.333, 0.279228
756.4, 0.279229
756.467, 0.27923
756.533, 0.279229
756.6, 0.279228
756.667, 0.279225
756.733, 0.279221
756.8, 0.279217
756.867, 0.279211
756.933, 0.279205
757, 0.279197
757.067, 0.279188
757.133, 0.279179
757.2, 0.279169
757.267, 0.279157
757.333, 0.279145
757.4, 0.279132
757.467, 0.279118
757.533, 0.279104
757.6, 0.279088
757.667, 0.279072
757.733, 0.279054
757.8, 0.279037
757.867, 0.279018
757.933, 0.278998
758, 0.278978
758.067, 0.278957
758.133, 0.278936
758.2, 0.278914
758.267, 0.278891
758.333, 0.278868
758.4, 0.278844
758.467, 0.278819
758.533, 0.278794
758.6, 0.278768
758.667, 0.278742
758.733, 0.278716
758.8, 0.278689
758.867, 0.278661
758.933, 0.278633
759, 0.278605
759.067, 0.278576
759.133, 0.278547
759.2, 0.278518
759.267, 0.278488
759.333, 0.278458
759.4, 0.278428
759.467, 0.278398
759.533, 0.278367
759.6, 0.278337
759.667, 0.278306
759.733, 0.278275
759.8, 0.278244
759.867, 0.278212
759.933, 0.278181
760, 0.27815



