

lambda(nm), Y
740, 0.38025
740.067, 0.38018
740.133, 0.380109
740.2, 0.380038
740.267, 0.379966
740.333, 0.379895
740.4, 0.379823
740.467, 0.379751
740.533, 0.379678
740.6, 0.379606
740.667, 0.379533
740.733, 0.379461
740.8, 0.379388
740.867, 0.379315
740.933, 0.379242
741, 0.379169
741.067, 0.379096
741.133, 0.379023
741.2, 0.37895
741.267, 0.378877
741.333, 0.378805
741.4, 0.378732
741.467, 0.378659
741.533, 0.378587
741.6, 0.378515
741.667, 0.378442
741.733, 0.378371
741.8, 0.378299
741.867, 0.378228
741.933, 0.378156
742, 0.378086
742.067, 0.378015
742.133, 0.377945
742.2, 0.377875
742.267, 0.377806
742.333, 0.377736
742.4, 0.377668
742.467, 0.3776
742.533, 0.377532
742.6, 0.377465
742.667, 0.377398
742.733, 0.377332
742.8, 0.377266
742.867, 0.377201
742.933, 0.377136
743, 0.377072
743.067, 0.377009
743.133, 0.376946
743.2, 0.376884
743.267, 0.376822
743.333, 0.376762
743.4, 0.376702
743.467, 0.376642
743.533, 0.376584
743.6, 0.376526
743.667, 0.376469
743.733, 0.376413
743.8, 0.376358
743.867, 0.376303
743.933, 0.376249
744, 0.376196
744.067, 0.376144
744.133, 0.376093
744.2, 0.376043
744.267, 0.375994
744.333, 0.375946
744.4, 0.375898
744.467, 0.375852
744.533, 0.375806
744.6, 0.375762
744.667, 0.375719
744.733, 0.375676
744.8, 0.375635
744.867, 0.375595
744.933, 0.375556
745, 0.375517
745.067, 0.37548
745.133, 0.375444
745.2, 0.375409
745.267, 0.375376
745.333, 0.375343
745.4, 0.375312
745.467, 0.375281
745.533, 0.375252
745.6, 0.375224
745.667, 0.375197
745.733, 0.375172
745.8, 0.375147
745.867, 0.375124
745.933, 0.375102
746, 0.375081
746.067, 0.375062
746.133, 0.375043
746.2, 0.375026
746.267, 0.37501
746.333, 0.374996
746.4, 0.374982
746.467, 0.37497
746.533, 0.374959
746.6, 0.37495
746.667, 0.374941
746.733, 0.374934
746.8, 0.374929
746.867, 0.374924
746.933, 0.374921
747, 0.374919
747.067, 0.374918
747.133, 0.374919
747.2, 0.374921
747.267, 0.374924
747.333, 0.374929
747.4, 0.374934
