

lambda(nm), Y
740, 0.301519
740.067, 0.301522
740.133, 0.301524
740.2, 0.301527
740.267, 0.301531
740.333, 0.301534
740.4, 0.301538
740.467, 0.301542
740.533, 0.301547
740.6, 0.301552
740.667, 0.301556
740.733, 0.301562
740.8, 0.301567
740.867, 0.301573
740.933, 0.301579
741, 0.301585
741.067, 0.301592
741.133, 0.301599
741.2, 0.301606
741.267, 0.301613
741.333, 0.30162
741.4, 0.301628
741.467, 0.301636
741.533, 0.301644
741.6, 0.301653
741.667, 0.301662
741.733, 0.301671
741.8, 0.30168
741.867, 0.301689
741.933, 0.301699
742, 0.301709
742.067, 0.301719
742.133, 0.301729
742.2, 0.301739
742.267, 0.30175
742.333, 0.301761
742.4, 0.301772
742.467, 0.301783
742.533, 0.301795
742.6, 0.301807
742.667, 0.301818
742.733, 0.301831
742.8, 0.301843
742.867, 0.301855
742.933, 0.301868
743, 0.301881
743.067, 0.301894
743.133, 0.301907
743.2, 0.30192
743.267, 0.301934
743.333, 0.301947
743.4, 0.301961
743.467, 0.301975
743.533, 0.30199
743.6, 0.302004
743.667, 0.302018
743.733, 0.302033
743.8, 0.302048
743.867, 0.302063
743.933, 0.302078
744, 0.302094
744.067, 0.302109
744.133, 0.302125
744.2, 0.30214
744.267, 0.302156
744.333, 0.302173
744.4, 0.302189
744.467, 0.302205
744.533, 0.302222
744.6, 0.302239
744.667, 0.302255
744.733, 0.302272
744.8, 0.30229
744.867, 0.302307
744.933, 0.302324
745, 0.302342
745.067, 0.30236
745.133, 0.302378
745.2, 0.302396
745.267, 0.302414
745.333, 0.302433
745.4, 0.302451
745.467, 0.30247
745.533, 0.302489
745.6, 0.302508
745.667, 0.302527
745.733, 0.302547
745.8, 0.302566
745.867, 0.302586
745.933, 0.302606
746, 0.302626
746.067, 0.302647
746.133, 0.302667
746.2, 0.302688
746.267, 0.302709
746.333, 0.30273
746.4, 0.302751
746.467, 0.302773
746.533, 0.302794
746.6, 0.302816
746.667, 0.302838
746.733, 0.302861
746.8, 0.302883
746.867, 0.302906
746.933, 0.302929
747, 0.302952
747.067, 0.302976
747.133, 0.303
747.2, 0.303024
747.267, 0.303048
747.333, 0.303072
747.4, 0.303097
747.467, 0.303122
747.533, 0.303147
747.6, 0.303173
747.667, 0.303198
747.733, 0.303224
747.8, 0.303251
747.867, 0.303277
747.933, 0.303304
748, 0.303332
748.067, 0.303359
748.133, 0.303387
748.2, 0.303415
748.267, 0.303444
748.333, 0.303473
748.4, 0.303502
748.467, 0.303531
748.533, 0.303561
748.6, 0.303592
748.667, 0.303622
748.733, 0.303653
748.8, 0.303684
748.867, 0.303716
748.933, 0.303748
749, 0.303781
749.067, 0.303814
749.133, 0.303847
749.2, 0.303881
749.267, 0.303915
749.333, 0.303949
749.4, 0.303984
749.467, 0.304019
