

lambda(nm), Y
740, 0.289319
740.067, 0.289104
740.133, 0.288888
740.2, 0.288673
740.267, 0.288458
740.333, 0.288242
740.4, 0.288027
740.467, 0.287811
740.533, 0.287595
740.6, 0.287379
740.667, 0.287164
740.733, 0.286948
740.8, 0.286732
740.867, 0.286516
740.933, 0.2863
741, 0.286084
741.067, 0.285868
741.133, 0.285652
741.2, 0.285436
741.267, 0.28522
741.333, 0.285004
741.4, 0.284789
741.467, 0.284573
741.533, 0.284358
741.6, 0.284142
741.667, 0.283927
741.733, 0.283712
741.8, 0.283497
741.867, 0.283282
741.933, 0.283068
742, 0.282853
742.067, 0.282639
742.133, 0.282425
742.2, 0.282211
742.267, 0.281997
742.333, 0.281784
742.4, 0.281571
742.467, 0.281358
742.533, 0.281146
742.6, 0.280934
742.667, 0.280722
742.733, 0.28051
742.8, 0.280299
742.867, 0.280088
742.933, 0.279877
743, 0.279667
743.067, 0.279457
743.133, 0.279248
743.2, 0.279039
743.267, 0.27883
743.333, 0.278622
743.4, 0.278415
743.467, 0.278207
743.533, 0.278001
743.6, 0.277794
743.667, 0.277589
743.733, 0.277384
743.8, 0.277179
743.867, 0.276975
743.933, 0.276771
744, 0.276568
744.067, 0.276366
744.133, 0.276164
744.2, 0.275963
744.267, 0.275763
744.333, 0.275563
744.4, 0.275364
744.467, 0.275165
744.533, 0.274968
744.6, 0.27477
744.667, 0.274574
744.733, 0.274379
744.8, 0.274184
744.867, 0.27399
744.933, 0.273797
745, 0.273604
745.067, 0.273413
745.133, 0.273222
745.2, 0.273032
745.267, 0.272843
745.333, 0.272655
745.4, 0.272468
745.467, 0.272282
745.533, 0.272096
745.6, 0.271912
745.667, 0.271729
745.733, 0.271546
745.8, 0.271365
745.867, 0.271184
745.933, 0.271005
746, 0.270827
746.067, 0.27065
746.133, 0.270474
746.2, 0.270299
746.267, 0.270125
746.333, 0.269952
746.4, 0.269781
746.467, 0.269611
746.533, 0.269441
746.6, 0.269274
746.667, 0.269107
746.733, 0.268941
746.8, 0.268777
746.867, 0.268614
746.933, 0.268453
747, 0.268293
747.067, 0.268134
747.133, 0.267976
747.2, 0.26782
747.267, 0.267665
747.333, 0.267512
747.4, 0.26736
747.467, 0.267209
747.533, 0.26706
747.6, 0.266913
747.667, 0.266766
747.733, 0.266622
747.8, 0.266479
747.867, 0.266337
747.933, 0.266197
748, 0.266058
748.067, 0.265921
748.133, 0.265786
748.2, 0.265652
748.267, 0.26552
748.333, 0.26539
748.4, 0.265261
748.467, 0.265134
748.533, 0.265008
748.6, 0.264884
748.667, 0.264762
748.733, 0.264642
748.8, 0.264523
748.867, 0.264406
748.933, 0.264291
749, 0.264177
749.067, 0.264066
749.133, 0.263956
749.2, 0.263848
749.267, 0.263742
749.333, 0.263637
749.4, 0.263534
749.467, 0.263434
749.533, 0.263335
749.6, 0.263238
749.667, 0.263142
749.733, 0.263049
749.8, 0.262958
749.867, 0.262868
749.933, 0.26278
750, 0.262694
750.067, 0.262611
750.133, 0.262529
750.2, 0.262449
750.267, 0.26237
750.333, 0.262294
750.4, 0.26222
750.467, 0.262148
750.533, 0.262077
750.6, 0.262009
750.667, 0.261942
750.733, 0.261878
750.8, 0.261815
750.867, 0.261755
750.933, 0.261696
751, 0.261639
751.067, 0.261585
751.133, 0.261532
751.2, 0.261481
751.267, 0.261432
751.333, 0.261385
751.4, 0.26134
751.467, 0.261297
751.533, 0.261256
751.6, 0.261217
751.667, 0.26118
751.733, 0.261145
751.8, 0.261111
751.867, 0.26108
751.933, 0.261051
752, 0.261023
752.067, 0.260997
752.133, 0.260974
752.2, 0.260952
752.267, 0.260932
752.333, 0.260914
752.4, 0.260898
752.467, 0.260883
752.533, 0.260871
752.6, 0.26086
752.667, 0.260851
752.733, 0.260844
752.8, 0.260839
752.867, 0.260836
752.933, 0.260834
753, 0.260834
753.067, 0.260836
753.133, 0.26084
753.2, 0.260845
753.267, 0.260852
753.333, 0.260861
753.4, 0.260871
753.467, 0.260883
753.533, 0.260897
753.6, 0.260912
753.667, 0.260929
753.733, 0.260948
753.8, 0.260968
753.867, 0.26099
753.933, 0.261013
754, 0.261038
754.067, 0.261064
754.133, 0.261091
754.2, 0.261121
754.267, 0.261151
754.333, 0.261183
754.4, 0.261217
754.467, 0.261251
754.533, 0.261287
754.6, 0.261325
754.667, 0.261363
754.733, 0.261403
754.8, 0.261445
754.867, 0.261487
754.933, 0.261531
755, 0.261576
755.067, 0.261622
755.133, 0.261669
755.2, 0.261717
755.267, 0.261766
755.333, 0.261817
755.4, 0.261868
755.467, 0.26192
755.533, 0.261974
755.6, 0.262028
755.667, 0.262083
755.733, 0.262139
755.8, 0.262196
755.867, 0.262254
755.933, 0.262312
756, 0.262372
756.067, 0.262432
756.133, 0.262492
756.2, 0.262554
756.267, 0.262616
756.333, 0.262679
756.4, 0.262742
756.467, 0.262806
756.533, 0.262871
756.6, 0.262936
756.667, 0.263001
756.733, 0.263067
756.8, 0.263134
756.867, 0.263201
756.933, 0.263268
757, 0.263335
757.067, 0.263403
757.133, 0.263471
757.2, 0.26354
757.267, 0.263608
757.333, 0.263677
757.4, 0.263746
757.467, 0.263815
757.533, 0.263885
757.6, 0.263954
757.667, 0.264023
757.733, 0.264093
757.8, 0.264162
757.867, 0.264232
757.933, 0.264301
758, 0.26437
758.067, 0.264439
758.133, 0.264508
758.2, 0.264577
758.267, 0.264646
758.333, 0.264714
758.4, 0.264783
758.467, 0.264851
758.533, 0.264918
758.6, 0.264986
758.667, 0.265053
758.733, 0.265119
758.8, 0.265185
758.867, 0.265251
758.933, 0.265316
759, 0.265381
759.067, 0.265446
759.133, 0.26551
759.2, 0.265573
759.267, 0.265636
759.333, 0.265698
759.4, 0.265759
759.467, 0.26582
759.533, 0.265881
759.6, 0.26594
759.667, 0.265999
759.733, 0.266057
759.8, 0.266115
759.867, 0.266172
759.933, 0.266228
760, 0.266283



