

lambda(nm), Y
400, 0.566779
402, 0.57221
404, 0.577198
406, 0.581222
408, 0.583214
410, 0.580417
412, 0.556452
414, 0.530972
416, 0.488992
418, 0.469577
420, 0.477264
422, 0.484771
424, 0.49177
426, 0.498094
428, 0.502587
430, 0.503555
432, 0.513428
434, 0.522837
436, 0.531692
438, 0.539842
440, 0.547431
442, 0.555007
444, 0.562525
446, 0.566585
448, 0.535613
450, 0.542716
452, 0.550867
454, 0.559826
456, 0.567861
458, 0.574455
460, 0.581903
462, 0.590848
464, 0.597229
466, 0.5974
468, 0.589703
470, 0.573699
472, 0.573036
474, 0.548092
476, 0.511579
478, 0.522976
480, 0.531856
482, 0.538496
484, 0.546286
486, 0.554683
488, 0.560122
490, 0.56412
492, 0.568129
494, 0.540467
496, 0.544299
498, 0.546912
500, 0.529054
502, 0.521152
504, 0.529541
506, 0.53776
508, 0.545947
510, 0.552749
512, 0.561413
514, 0.568721
516, 0.575256
518, 0.584261
520, 0.588581
522, 0.59669
524, 0.600523
526, 0.601513
528, 0.603036
530, 0.559741
532, 0.521043
534, 0.53402
536, 0.54021
538, 0.547146
540, 0.555978
542, 0.561329
544, 0.570189
546, 0.574945
548, 0.582747
550, 0.586319
552, 0.590665
554, 0.590101
556, 0.575697
558, 0.52086
560, 0.524363
562, 0.530784
564, 0.539812
566, 0.545434
568, 0.554974
570, 0.560669
572, 0.570036
574, 0.576074
576, 0.585543
578, 0.591022
580, 0.600737
582, 0.605666
584, 0.615246
586, 0.61945
588, 0.628019
590, 0.631519
592, 0.63672
594, 0.63909
596, 0.633985
598, 0.628877
600, 0.553432
602, 0.51304
604, 0.526962
606, 0.530197
608, 0.539012
610, 0.543688
612, 0.553003
614, 0.558111
616, 0.56602
618, 0.573781
620, 0.58023
622, 0.588895
624, 0.594457
626, 0.604254
628, 0.610048
630, 0.61886
632, 0.626751
634, 0.633161
636, 0.643607
638, 0.648864
640, 0.658906
642, 0.666673
644, 0.672986
646, 0.684382
648, 0.688928
650, 0.698655
652, 0.70738
654, 0.710718
656, 0.722537
658, 0.725716
660, 0.729172
662, 0.739458
664, 0.732672
666, 0.733359
668, 0.729359
670, 0.660187
672, 0.578269
674, 0.564732
676, 0.583367
678, 0.587172
680, 0.591385
682, 0.601994
684, 0.608134
686, 0.614019
688, 0.622002
690, 0.628698
692, 0.6368
694, 0.644709
696, 0.650134
698, 0.658339
700, 0.667266
702, 0.672811
704, 0.68081
706, 0.689677
708, 0.694342
710, 0.701799
712, 0.710799
714, 0.713783
716, 0.719341
718, 0.727536
720, 0.725566
722, 0.724613
724, 0.727386
726, 0.695188
728, 0.627506
730, 0.589059
732, 0.599512
734, 0.60998
736, 0.605637
738, 0.611118
740, 0.617539
742, 0.608769
744, 0.605136
746, 0.604985
748, 0.561381
750, 0.470789
752, 0.400874
754, 0.392788
756, 0.411482
758, 0.415992
760, 0.412618
762, 0.419187
764, 0.429081
766, 0.431069
768, 0.431015
770, 0.437345
772, 0.445696
774, 0.449522
776, 0.451647
778, 0.456589
780, 0.462269
782, 0.466204
784, 0.470866
786, 0.477483
788, 0.48277
790, 0.485887
792, 0.490537
794, 0.497291
796, 0.502214
798, 0.505112
800, 0.510267
802, 0.517544
804, 0.522104
806, 0.52417
808, 0.529119
810, 0.536664
812, 0.54053
814, 0.540651
816, 0.54423
818, 0.551712
820, 0.554035
822, 0.549017
824, 0.547311
826, 0.552319
828, 0.545573
830, 0.507355
832, 0.447576
834, 0.400796
836, 0.38868
838, 0.399401
840, 0.40824
842, 0.407361
844, 0.40671
846, 0.41309
848, 0.420774
850, 0.422939
852, 0.422341
854, 0.425833
856, 0.433711
858, 0.44013
860, 0.442075
862, 0.442843
864, 0.446402
866, 0.452227
868, 0.457371
870, 0.4611
872, 0.465089
874, 0.470109
876, 0.474908
878, 0.478523
880, 0.481898
882, 0.486372
884, 0.491659
886, 0.496415
888, 0.500335
890, 0.504528
892, 0.509767
894, 0.515332
896, 0.520102
898, 0.52418
900, 0.52869
902, 0.534115
904, 0.539623
906, 0.54429
908, 0.548437
910, 0.553195
912, 0.558933
914, 0.564734
916, 0.569633
918, 0.573924
920, 0.578782
922, 0.584707
924, 0.590844
926, 0.596081
928, 0.600494
930, 0.605279
932, 0.611241
934, 0.617754
936, 0.623514
938, 0.628155
940, 0.632741
942, 0.638495
944, 0.645294
946, 0.651758
948, 0.656866
950, 0.661204
952, 0.666344
954, 0.673027
956, 0.680235
958, 0.686269
960, 0.69068
962, 0.694874
964, 0.70063
966, 0.708092
968, 0.71543
970, 0.720672
972, 0.723833
974, 0.727064
976, 0.732503
978, 0.739923
980, 0.746644
982, 0.75001
984, 0.750165
986, 0.750303
988, 0.753757
990, 0.76022
992, 0.764448
994, 0.758959
996, 0.739072
998, 0.706686
1000, 0.670046



