

lambda(nm), Y
400, 0.406003
402, 0.411746
404, 0.417542
406, 0.42296
408, 0.426794
410, 0.426418
412, 0.408696
414, 0.397771
416, 0.388807
418, 0.382081
420, 0.385115
422, 0.388779
424, 0.393605
426, 0.398787
428, 0.403226
430, 0.406519
432, 0.412358
434, 0.418896
436, 0.424523
438, 0.429921
440, 0.436669
442, 0.442695
444, 0.446634
446, 0.450464
448, 0.434591
450, 0.440891
452, 0.446762
454, 0.454566
456, 0.46207
458, 0.469109
460, 0.476513
462, 0.482925
464, 0.489345
466, 0.492897
468, 0.48428
470, 0.466057
472, 0.473631
474, 0.46474
476, 0.451659
478, 0.463526
480, 0.468248
482, 0.474486
484, 0.483353
486, 0.483241
488, 0.492482
490, 0.484517
492, 0.476244
494, 0.390656
496, 0.381476
498, 0.385354
500, 0.367889
502, 0.354994
504, 0.361464
506, 0.364087
508, 0.369365
510, 0.374074
512, 0.378277
514, 0.383605
516, 0.388177
518, 0.393395
520, 0.398364
522, 0.402976
524, 0.408256
526, 0.411234
528, 0.415713
530, 0.407383
532, 0.399139
534, 0.406615
536, 0.409814
538, 0.416706
540, 0.42078
542, 0.427542
544, 0.430753
546, 0.438475
548, 0.440143
550, 0.448185
552, 0.447028
554, 0.452862
556, 0.440609
558, 0.413027
560, 0.414067
562, 0.421339
564, 0.425013
566, 0.4323
568, 0.437955
570, 0.442219
572, 0.449383
574, 0.453914
576, 0.460726
578, 0.46656
580, 0.471434
582, 0.479117
584, 0.482406
586, 0.489716
588, 0.494331
590, 0.497002
592, 0.504704
594, 0.501426
596, 0.504471
598, 0.496723
600, 0.445188
602, 0.41605
604, 0.428463
606, 0.430585
608, 0.435054
610, 0.445939
612, 0.447564
614, 0.453933
616, 0.459961
618, 0.464212
620, 0.473131
622, 0.47737
624, 0.483626
626, 0.492087
628, 0.4954
630, 0.503633
632, 0.511097
634, 0.514313
636, 0.524103
638, 0.530409
640, 0.533794
642, 0.54484
644, 0.55005
646, 0.553229
648, 0.565203
650, 0.569228
652, 0.571233
654, 0.584136
656, 0.586916
658, 0.585445
660, 0.598645
662, 0.599384
664, 0.588116
666, 0.597835
668, 0.587828
670, 0.514728
672, 0.443782
674, 0.433073
676, 0.443393
678, 0.443389
680, 0.450776
682, 0.463014
684, 0.465241
686, 0.466949
688, 0.47368
690, 0.478257
692, 0.48406
694, 0.492896
696, 0.497079
698, 0.5004
700, 0.509576
702, 0.515916
704, 0.516661
706, 0.523415
708, 0.533627
710, 0.534909
712, 0.535186
714, 0.545669
716, 0.552897
718, 0.547129
720, 0.546466
722, 0.557644
724, 0.551837
726, 0.511153
728, 0.461616
730, 0.434881
732, 0.430814
734, 0.434873
736, 0.441277
738, 0.446557
740, 0.446185
742, 0.444553
744, 0.446879
746, 0.441243
748, 0.411223
750, 0.365588
752, 0.333079
754, 0.326724
756, 0.332967
758, 0.337181
760, 0.340592
762, 0.347665
764, 0.353871
766, 0.354299
768, 0.353233
770, 0.35693
772, 0.363896
774, 0.368976
776, 0.371985
778, 0.37617
780, 0.381587
782, 0.385646
784, 0.38837
786, 0.392229
788, 0.397476
790, 0.401823
792, 0.40473
794, 0.408402
796, 0.413812
798, 0.418899
800, 0.422086
802, 0.425057
804, 0.430004
806, 0.435874
808, 0.439882
810, 0.44201
812, 0.445254
814, 0.450983
816, 0.456451
818, 0.458565
820, 0.45864
822, 0.460977
824, 0.466483
826, 0.469608
828, 0.463126
830, 0.445653
832, 0.423677
834, 0.406255
836, 0.39831
838, 0.398709
840, 0.403389
842, 0.409098
844, 0.414434
846, 0.418801
848, 0.421678
850, 0.423105
852, 0.424188
854, 0.426496
856, 0.430788
858, 0.436395
860, 0.441914
862, 0.446433
864, 0.450127
866, 0.45379
868, 0.457949
870, 0.462444
872, 0.466774
874, 0.470714
876, 0.474547
878, 0.478722
880, 0.483359
882, 0.488144
884, 0.492693
886, 0.496979
888, 0.501345
890, 0.506111
892, 0.511208
894, 0.51625
896, 0.520957
898, 0.525467
900, 0.530179
902, 0.535313
904, 0.540656
906, 0.545789
908, 0.550555
910, 0.555256
912, 0.560354
914, 0.565984
916, 0.571787
918, 0.577272
920, 0.582315
922, 0.587304
924, 0.592742
926, 0.598734
928, 0.60486
930, 0.610592
932, 0.615829
934, 0.621021
936, 0.626728
938, 0.633056
940, 0.639521
942, 0.645504
944, 0.650856
946, 0.656079
948, 0.661869
950, 0.668446
952, 0.675301
954, 0.68163
956, 0.68708
958, 0.692121
960, 0.697662
962, 0.704226
964, 0.711404
966, 0.718133
968, 0.723592
970, 0.72797
972, 0.732385
974, 0.737952
976, 0.744724
978, 0.751448
980, 0.756455
982, 0.759059
984, 0.760317
986, 0.762354
988, 0.766475
990, 0.77131
992, 0.772413
994, 0.763948
996, 0.741749
998, 0.706085
1000, 0.662482



