

lambda(nm), Y
400, 0.393267
402, 0.399052
404, 0.404607
406, 0.409494
408, 0.413135
410, 0.407324
412, 0.413146
414, 0.418658
416, 0.417407
418, 0.418805
420, 0.425992
422, 0.433244
424, 0.440444
426, 0.44731
428, 0.453286
430, 0.456489
432, 0.440181
434, 0.445589
436, 0.44714
438, 0.414712
440, 0.421557
442, 0.42839
444, 0.433207
446, 0.436253
448, 0.434812
450, 0.408993
452, 0.397977
454, 0.40097
456, 0.397448
458, 0.346984
460, 0.353291
462, 0.360662
464, 0.36617
466, 0.371808
468, 0.376554
470, 0.379386
472, 0.379163
474, 0.368534
476, 0.346388
478, 0.350736
480, 0.356772
482, 0.361178
484, 0.364837
486, 0.366757
488, 0.361468
490, 0.357104
492, 0.359858
494, 0.363103
496, 0.364745
498, 0.350644
500, 0.342174
502, 0.339674
504, 0.34431
506, 0.351173
508, 0.357251
510, 0.361816
512, 0.366638
514, 0.373077
516, 0.377842
518, 0.380628
520, 0.38586
522, 0.389528
524, 0.385801
526, 0.378278
528, 0.348145
530, 0.328239
532, 0.311567
534, 0.313635
536, 0.318512
538, 0.321454
540, 0.324453
542, 0.328236
544, 0.332755
546, 0.335528
548, 0.340111
550, 0.344303
552, 0.34678
554, 0.352301
556, 0.35415
558, 0.357224
560, 0.359918
562, 0.350949
564, 0.341345
566, 0.344999
568, 0.349863
570, 0.354665
572, 0.355609
574, 0.360533
576, 0.349332
578, 0.346054
580, 0.348886
582, 0.354022
584, 0.356288
586, 0.356973
588, 0.357646
590, 0.341527
592, 0.309793
594, 0.311971
596, 0.316752
598, 0.322624
600, 0.325196
602, 0.329398
604, 0.333817
606, 0.338064
608, 0.342679
610, 0.346781
612, 0.351475
614, 0.355597
616, 0.360285
618, 0.364298
620, 0.368652
622, 0.372086
624, 0.372546
626, 0.373379
628, 0.379466
630, 0.383256
632, 0.389839
634, 0.392688
636, 0.399559
638, 0.40202
640, 0.408685
642, 0.40884
644, 0.410183
646, 0.413811
648, 0.419083
650, 0.425215
652, 0.428173
654, 0.435206
656, 0.436612
658, 0.444143
660, 0.444882
662, 0.44951
664, 0.451457
666, 0.447268
668, 0.449442
670, 0.411733
672, 0.366202
674, 0.358485
676, 0.366379
678, 0.374476
680, 0.375956
682, 0.377785
684, 0.381175
686, 0.385809
688, 0.390682
690, 0.393437
692, 0.399317
694, 0.401554
696, 0.405177
698, 0.410173
700, 0.409498
702, 0.414585
704, 0.414306
706, 0.409659
708, 0.411762
710, 0.384003
712, 0.32927
714, 0.301056
716, 0.30424
718, 0.314554
720, 0.319037
722, 0.316716
724, 0.317222
726, 0.319344
728, 0.320377
730, 0.323447
732, 0.321645
734, 0.318291
736, 0.317351
738, 0.295127
740, 0.247596
742, 0.212065
744, 0.207902
746, 0.215912
748, 0.211946
750, 0.19186
752, 0.173746
754, 0.172223
756, 0.178865
758, 0.182354
760, 0.183516
762, 0.183984
764, 0.183884
766, 0.18539
768, 0.186775
770, 0.183895
772, 0.178241
774, 0.17476
776, 0.175444
778, 0.178475
780, 0.180919
782, 0.181914
784, 0.182819
786, 0.184367
788, 0.186188
790, 0.188179
792, 0.190174
794, 0.19192
796, 0.193741
798, 0.195702
800, 0.197384
802, 0.199043
804, 0.201027
806, 0.202869
808, 0.204485
810, 0.206429
812, 0.208488
814, 0.210195
816, 0.212019
818, 0.214211
820, 0.21616
822, 0.217912
824, 0.220115
826, 0.22243
828, 0.224219
830, 0.225934
832, 0.228003
834, 0.229899
836, 0.231535
838, 0.23356
840, 0.235789
842, 0.23752
844, 0.239185
846, 0.24149
848, 0.24381
850, 0.245477
852, 0.247252
854, 0.249702
856, 0.251918
858, 0.253434
860, 0.255295
862, 0.25787
864, 0.259969
866, 0.261291
868, 0.263164
870, 0.265831
872, 0.267749
874, 0.268612
876, 0.270099
878, 0.272535
880, 0.273964
882, 0.273851
884, 0.274335
886, 0.275991
888, 0.275966
890, 0.272961
892, 0.270198
894, 0.268834
896, 0.261082
898, 0.236752
900, 0.198071
902, 0.162806
904, 0.148724
906, 0.156638
908, 0.171373
910, 0.177958
912, 0.173984
914, 0.167003
916, 0.164069
918, 0.166024
920, 0.169848
922, 0.173187
924, 0.175806
926, 0.178268
928, 0.180671
930, 0.182692
932, 0.184193
934, 0.185441
936, 0.186801
938, 0.188342
940, 0.189826
942, 0.191077
944, 0.192271
946, 0.193715
948, 0.195403
950, 0.197001
952, 0.19832
954, 0.199619
956, 0.201251
958, 0.203143
960, 0.204868
962, 0.206242
964, 0.207598
966, 0.209319
968, 0.211292
970, 0.213056
972, 0.214458
974, 0.215888
976, 0.217737
978, 0.219842
980, 0.221682
982, 0.223094
984, 0.224514
986, 0.226399
988, 0.228603
990, 0.23055
992, 0.231988
994, 0.233339
996, 0.235158
998, 0.237407
1000, 0.239479



