

lambda(nm), Y
400, 0.277791
401, 0.278676
402, 0.280942
403, 0.282527
404, 0.283641
405, 0.285999
406, 0.286821
407, 0.288189
408, 0.289924
409, 0.289755
410, 0.290461
411, 0.289992
412, 0.282875
413, 0.275196
414, 0.276368
415, 0.275312
416, 0.261023
417, 0.250666
418, 0.253512
419, 0.256208
420, 0.257388
421, 0.260585
422, 0.261946
423, 0.264127
424, 0.267238
425, 0.268045
426, 0.270547
427, 0.273512
428, 0.273534
429, 0.274983
430, 0.277406
431, 0.278559
432, 0.281667
433, 0.284565
434, 0.285425
435, 0.288521
436, 0.291642
437, 0.292292
438, 0.295176
439, 0.298634
440, 0.299022
441, 0.301276
442, 0.305163
443, 0.305206
444, 0.305714
445, 0.309582
446, 0.308201
447, 0.299132
448, 0.291561
449, 0.290659
450, 0.293802
451, 0.297286
452, 0.2992
453, 0.300891
454, 0.304214
455, 0.307263
456, 0.308751
457, 0.311143
458, 0.314575
459, 0.316549
460, 0.318093
461, 0.321093
462, 0.323664
463, 0.324676
464, 0.326061
465, 0.328074
466, 0.328907
467, 0.327148
468, 0.320678
469, 0.309624
470, 0.301479
471, 0.303027
472, 0.30751
473, 0.301347
474, 0.283017
475, 0.26498
476, 0.257636
477, 0.25958
478, 0.263267
479, 0.264376
480, 0.264411
481, 0.2663
482, 0.269505
483, 0.271261
484, 0.271559
485, 0.273022
486, 0.275874
487, 0.277488
488, 0.277383
489, 0.27816
490, 0.280531
491, 0.281252
492, 0.277157
493, 0.268834
494, 0.260042
495, 0.255131
496, 0.256066
497, 0.259956
498, 0.260601
499, 0.254619
500, 0.245258
501, 0.238615
502, 0.237252
503, 0.239103
504, 0.241265
505, 0.242696
506, 0.243776
507, 0.245116
508, 0.246976
509, 0.24899
510, 0.250503
511, 0.251556
512, 0.252968
513, 0.255038
514, 0.256981
515, 0.258233
516, 0.259461
517, 0.261428
518, 0.263621
519, 0.26508
520, 0.26605
521, 0.267618
522, 0.269878
523, 0.271684
524, 0.272453
525, 0.273141
526, 0.274799
527, 0.276819
528, 0.277313
529, 0.275125
530, 0.271095
531, 0.267481
532, 0.266301
533, 0.26792
534, 0.27088
535, 0.27325
536, 0.274437
537, 0.275549
538, 0.277756
539, 0.280655
540, 0.282848
541, 0.283961
542, 0.28522
543, 0.287663
544, 0.290569
545, 0.29246
546, 0.293311
547, 0.294675
548, 0.297419
549, 0.300301
550, 0.301603
551, 0.301653
552, 0.302572
553, 0.305301
554, 0.307797
555, 0.307013
556, 0.302435
557, 0.296902
558, 0.293825
559, 0.294134
560, 0.296241
561, 0.298384
562, 0.300242
563, 0.302335
564, 0.304708
565, 0.306849
566, 0.308614
567, 0.310532
568, 0.312978
569, 0.315501
570, 0.317394
571, 0.318748
572, 0.320476
573, 0.323137
574, 0.326114
575, 0.328317
576, 0.329587
577, 0.33098
578, 0.333483
579, 0.336722
580, 0.339338
581, 0.340644
582, 0.341547
583, 0.343525
584, 0.346823
585, 0.35005
586, 0.351741
587, 0.352133
588, 0.353014
589, 0.355711
590, 0.359446
591, 0.362012
592, 0.362171
593, 0.361176
594, 0.361614
595, 0.364581
596, 0.368017
597, 0.368042
598, 0.362204
599, 0.351725
600, 0.340767
601, 0.333475
602, 0.331366
603, 0.333052
604, 0.336025
605, 0.338654
606, 0.340794
607, 0.343007
608, 0.345562
609, 0.348197
610, 0.350592
611, 0.352788
612, 0.35506
613, 0.357501
614, 0.35987
615, 0.361918
616, 0.363775
617, 0.365904
618, 0.368622
619, 0.371699
620, 0.374509
621, 0.376629
622, 0.378303
623, 0.380258
624, 0.383014
625, 0.386357
626, 0.389489
627, 0.391771
628, 0.393354
629, 0.395081
630, 0.397729
631, 0.40127
632, 0.404848
633, 0.407529
634, 0.409161
635, 0.410556
636, 0.412804
637, 0.416299
638, 0.420345
639, 0.423715
640, 0.425711
641, 0.426807
642, 0.428302
643, 0.431238
644, 0.435476
645, 0.439743
646, 0.442637
647, 0.443808
648, 0.444317
649, 0.445844
650, 0.44933
651, 0.454138
652, 0.458447
653, 0.460633
654, 0.460592
655, 0.459947
656, 0.4609
657, 0.464519
658, 0.469763
659, 0.474036
660, 0.474992
661, 0.472344
662, 0.468319
663, 0.466283
664, 0.468306
665, 0.473227
666, 0.476577
667, 0.472603
668, 0.45733
669, 0.430926
670, 0.398021
671, 0.36578
672, 0.340809
673, 0.326527
674, 0.322294
675, 0.32451
676, 0.328851
677, 0.332338
678, 0.334204
679, 0.335388
680, 0.337228
681, 0.340302
682, 0.344059
683, 0.347317
684, 0.349147
685, 0.349505
686, 0.349235
687, 0.349505
688, 0.351088
689, 0.353959
690, 0.35741
691, 0.360559
692, 0.362896
693, 0.364523
694, 0.365988
695, 0.367863
696, 0.370358
697, 0.373222
698, 0.375944
699, 0.378125
700, 0.379735



