

lambda(nm), Y
400, 0.0876803
402, 0.0847345
404, 0.0831363
406, 0.0811135
408, 0.0786737
410, 0.0774284
412, 0.0750855
414, 0.0734644
416, 0.0723116
418, 0.0702637
420, 0.0693151
422, 0.0680975
424, 0.0663383
426, 0.0655836
428, 0.0641662
430, 0.0624933
432, 0.0616757
434, 0.0601493
436, 0.0586134
438, 0.0579309
440, 0.0566361
442, 0.055355
444, 0.0548928
446, 0.0538987
448, 0.0527645
450, 0.0524299
452, 0.0517313
454, 0.0506583
456, 0.0503169
458, 0.0498937
460, 0.0488474
462, 0.0482662
464, 0.0479339
466, 0.0468973
468, 0.0459137
470, 0.0455407
472, 0.0448201
474, 0.0437153
476, 0.0431925
478, 0.0428909
480, 0.0420219
482, 0.0412221
484, 0.0410388
486, 0.040681
488, 0.0398372
490, 0.039353
492, 0.0393365
494, 0.0389393
496, 0.0382025
498, 0.037949
500, 0.0380399
502, 0.0376841
504, 0.0370762
506, 0.0369916
508, 0.0372324
510, 0.0370337
512, 0.0365441
514, 0.0364803
516, 0.0366956
518, 0.036419
520, 0.0356804
522, 0.0352648
524, 0.0353146
526, 0.0351083
528, 0.0343582
530, 0.0337178
532, 0.0336548
534, 0.0336608
536, 0.033114
538, 0.0323139
540, 0.0319875
542, 0.0321104
544, 0.031946
546, 0.03121
548, 0.0305163
550, 0.0304326
552, 0.0306125
554, 0.0303088
556, 0.0294827
558, 0.0288701
560, 0.0289218
562, 0.029148
564, 0.0287922
566, 0.0278869
568, 0.0272308
570, 0.0273152
572, 0.0276416
574, 0.0273451
576, 0.0263228
578, 0.0254097
580, 0.0253467
582, 0.0258105
584, 0.025724
586, 0.0245328
588, 0.0229484
590, 0.0222134
592, 0.0225999
594, 0.0227654
596, 0.0207769
598, 0.0159272
600, 0.00964887
602, 0.00464046
604, 0.00293161
606, 0.00449699
608, 0.0074692
610, 0.00962465
612, 0.00987456
614, 0.00868817
616, 0.00736327
618, 0.00691993
620, 0.00748886
622, 0.00849133
624, 0.0092569
626, 0.00950715
628, 0.00939974
630, 0.00924444
632, 0.00921244
634, 0.00926312
636, 0.00927131
638, 0.0091839
640, 0.00906243
642, 0.00900511
644, 0.00904665
646, 0.00913027
648, 0.00916418
650, 0.00910057
652, 0.00896766
654, 0.00883629
656, 0.00875885
658, 0.00873326
660, 0.00871571
662, 0.00866343
664, 0.0085687
666, 0.00845946
668, 0.0083715
670, 0.00831866
672, 0.00828428
674, 0.00823759
676, 0.00815903
678, 0.0080542
680, 0.00794749
682, 0.00786239
684, 0.00780462
686, 0.00775977
688, 0.00770571
690, 0.00762919
692, 0.00753462
694, 0.00743967
696, 0.00736206
698, 0.00730738
700, 0.00726608
702, 0.00722087
704, 0.00715865
706, 0.00707885
708, 0.00699306
710, 0.00691686
712, 0.00685964
714, 0.00681899
716, 0.00678279
718, 0.00673721
720, 0.00667541
722, 0.00660151
724, 0.00652793
726, 0.00646772
728, 0.00642681
730, 0.00640059
732, 0.00637655
734, 0.00634157
736, 0.00628975
738, 0.00622659
740, 0.00616755
742, 0.00613167
744, 0.00613345
746, 0.00617681
748, 0.00625353
750, 0.00634661
752, 0.00643668
754, 0.00650847
756, 0.00655481
758, 0.00657699
760, 0.00658193
762, 0.0065779
764, 0.00657091
766, 0.00656301
768, 0.00655283
770, 0.00653765
772, 0.00651568
774, 0.00648737
776, 0.0064554
778, 0.0064234
780, 0.00639433
782, 0.00636917
784, 0.00634668
786, 0.00632409
788, 0.00629851
790, 0.00626815
792, 0.00623306
794, 0.00619494
796, 0.00615637
798, 0.00611961
800, 0.00608577
802, 0.00605443
804, 0.00602402
806, 0.00599263
808, 0.00595883
810, 0.00592238
812, 0.00588422
814, 0.00584612
816, 0.00580992
818, 0.00577677
820, 0.00574667
822, 0.0057185
824, 0.00569044
826, 0.00566063
828, 0.00562787
830, 0.00559203
832, 0.00555411
834, 0.0055158
836, 0.00547895
838, 0.00544491
840, 0.00541408
842, 0.00538583
844, 0.00535875
846, 0.00533112
848, 0.00530149
850, 0.00526919
852, 0.00523445
854, 0.00519837
856, 0.00516252
858, 0.00512845
860, 0.0050972
862, 0.00506901
864, 0.00504329
866, 0.00501877
868, 0.00499395
870, 0.00496752
872, 0.00493873
874, 0.0049076
876, 0.00487488
878, 0.00484182
880, 0.00480982
882, 0.00478
884, 0.00475293
886, 0.00472847
888, 0.00470587
890, 0.00468393
892, 0.00466136
894, 0.00463714
896, 0.00461075
898, 0.00458229
900, 0.00455244
902, 0.00452228
904, 0.004493
906, 0.00446558
908, 0.00444059
910, 0.00441804
912, 0.00439739
914, 0.00437771
916, 0.00435791
918, 0.004337
920, 0.0043143
922, 0.00428963
924, 0.00426331
926, 0.00423604
928, 0.00420882
930, 0.00418261
932, 0.00415821
934, 0.00413603
936, 0.00411602
938, 0.00409772
940, 0.00408035
942, 0.00406298
944, 0.00404474
946, 0.00402499
948, 0.00400348
950, 0.00398032
952, 0.00395603
954, 0.00393137
956, 0.00390719
958, 0.00388428
960, 0.00386318
962, 0.00384413
964, 0.00382698
966, 0.00381126
968, 0.00379628
970, 0.00378122
972, 0.00376536
974, 0.00374815
976, 0.00372933
978, 0.00370896
980, 0.00368741
982, 0.0036653
984, 0.00364334
986, 0.00362226
988, 0.00360265
990, 0.00358484
992, 0.00356892
994, 0.00355466
996, 0.00354158
998, 0.00352905
1000, 0.00351638



