

lambda(nm), Y
400, 0.433911
402, 0.438884
404, 0.444037
406, 0.449572
408, 0.45495
410, 0.457727
412, 0.446801
414, 0.435656
416, 0.405668
418, 0.3884
420, 0.394877
422, 0.401854
424, 0.405876
426, 0.40579
428, 0.401092
430, 0.384664
432, 0.394081
434, 0.400425
436, 0.406187
438, 0.414134
440, 0.422471
442, 0.42815
444, 0.43366
446, 0.441877
448, 0.442808
450, 0.447945
452, 0.455832
454, 0.465113
456, 0.470337
458, 0.477476
460, 0.487053
462, 0.490617
464, 0.496618
466, 0.50237
468, 0.490464
470, 0.474209
472, 0.475225
474, 0.433852
476, 0.384723
478, 0.396759
480, 0.400214
482, 0.405028
484, 0.412558
486, 0.414866
488, 0.422283
490, 0.42405
492, 0.425574
494, 0.410778
496, 0.409822
498, 0.415026
500, 0.401377
502, 0.393613
504, 0.400932
506, 0.405009
508, 0.411247
510, 0.416309
512, 0.422343
514, 0.427999
516, 0.433913
518, 0.439746
520, 0.445402
522, 0.450749
524, 0.456018
526, 0.459086
528, 0.462514
530, 0.447738
532, 0.432597
534, 0.443323
536, 0.446117
538, 0.455543
540, 0.458096
542, 0.467765
544, 0.468823
546, 0.478924
548, 0.477285
550, 0.48686
552, 0.479657
554, 0.484334
556, 0.453257
558, 0.393482
560, 0.390962
562, 0.39889
564, 0.403964
566, 0.408451
568, 0.415563
570, 0.418808
572, 0.425862
574, 0.430149
576, 0.435692
578, 0.44173
580, 0.44457
582, 0.45278
584, 0.453683
586, 0.460798
588, 0.463434
590, 0.463903
592, 0.47061
594, 0.461548
596, 0.462902
598, 0.443426
600, 0.36526
602, 0.318087
604, 0.328822
606, 0.334239
608, 0.335257
610, 0.343095
612, 0.345802
614, 0.350571
616, 0.356027
618, 0.359426
620, 0.36593
622, 0.369764
624, 0.373921
626, 0.380818
628, 0.383984
630, 0.389371
632, 0.395833
634, 0.398529
636, 0.405168
638, 0.411114
640, 0.413625
642, 0.42127
644, 0.426515
646, 0.428635
648, 0.436929
650, 0.441101
652, 0.441882
654, 0.450435
656, 0.453184
658, 0.450662
660, 0.458488
662, 0.458295
664, 0.446237
666, 0.44893
668, 0.434071
670, 0.353967
672, 0.263639
674, 0.238998
676, 0.254351
678, 0.256989
680, 0.253809
682, 0.260029
684, 0.264158
686, 0.263665
688, 0.266957
690, 0.271457
692, 0.273523
694, 0.276343
696, 0.279546
698, 0.28148
700, 0.284828
702, 0.289165
704, 0.291266
706, 0.293355
708, 0.297758
710, 0.300815
712, 0.301738
714, 0.305025
716, 0.309444
718, 0.309797
720, 0.309238
722, 0.312898
724, 0.313145
726, 0.299424
728, 0.278282
730, 0.26638
732, 0.267796
734, 0.273001
736, 0.275677
738, 0.277401
740, 0.279584
742, 0.281585
744, 0.283727
746, 0.284645
748, 0.279864
750, 0.269242
752, 0.260777
754, 0.261023
756, 0.26652
758, 0.270258
760, 0.271757
762, 0.274797
764, 0.279382
766, 0.282481
768, 0.28424
770, 0.287447
772, 0.292089
774, 0.295541
776, 0.297568
778, 0.300591
780, 0.305107
782, 0.308907
784, 0.311276
786, 0.314274
788, 0.318862
790, 0.323055
792, 0.325463
794, 0.327872
796, 0.332204
798, 0.337095
800, 0.340107
802, 0.341918
804, 0.345349
806, 0.350647
808, 0.354813
810, 0.356358
812, 0.357929
814, 0.362303
816, 0.367717
818, 0.370016
820, 0.368967
822, 0.369231
824, 0.373543
826, 0.376908
828, 0.370357
830, 0.350857
832, 0.325953
834, 0.307659
836, 0.302306
838, 0.306759
840, 0.313496
842, 0.317832
844, 0.32013
846, 0.322701
848, 0.326343
850, 0.330096
852, 0.333172
854, 0.336009
856, 0.339421
858, 0.343382
860, 0.347062
862, 0.349914
864, 0.352364
866, 0.355327
868, 0.359219
870, 0.36357
872, 0.36757
874, 0.370884
876, 0.373879
878, 0.377158
880, 0.380941
882, 0.384926
884, 0.388687
886, 0.39215
888, 0.395644
890, 0.399525
892, 0.403779
894, 0.408039
896, 0.411989
898, 0.415707
900, 0.419592
902, 0.423927
904, 0.42856
906, 0.433048
908, 0.437115
910, 0.440949
912, 0.445006
914, 0.44952
916, 0.454243
918, 0.458701
920, 0.462708
922, 0.46659
924, 0.470878
926, 0.475751
928, 0.480824
930, 0.485513
932, 0.489626
934, 0.493594
936, 0.498063
938, 0.503254
940, 0.508703
942, 0.513682
944, 0.517913
946, 0.521874
948, 0.526381
950, 0.531812
952, 0.537699
954, 0.543111
956, 0.547515
958, 0.551318
960, 0.555557
962, 0.560976
964, 0.567286
966, 0.573331
968, 0.578059
970, 0.581485
972, 0.584772
974, 0.589265
976, 0.595261
978, 0.601583
980, 0.606425
982, 0.608876
984, 0.609866
986, 0.611603
988, 0.615702
990, 0.621322
992, 0.624796
994, 0.621346
996, 0.607981
998, 0.585777
1000, 0.559996



