

lambda(nm), Y
400, 0.455752
402, 0.46075
404, 0.466087
406, 0.471715
408, 0.477183
410, 0.481011
412, 0.476393
414, 0.467658
416, 0.445206
418, 0.43291
420, 0.436946
422, 0.440967
424, 0.444535
426, 0.447912
428, 0.451162
430, 0.452296
432, 0.458935
434, 0.4645
436, 0.470889
438, 0.478605
440, 0.485495
442, 0.490008
444, 0.495028
446, 0.500614
448, 0.480708
450, 0.485289
452, 0.49308
454, 0.500971
456, 0.506319
458, 0.515167
460, 0.523737
462, 0.527496
464, 0.535478
466, 0.540591
468, 0.5298
470, 0.513659
472, 0.515818
474, 0.481015
476, 0.438656
478, 0.453401
480, 0.456013
482, 0.465929
484, 0.472465
486, 0.476225
488, 0.485499
490, 0.483289
492, 0.484089
494, 0.441552
496, 0.438848
498, 0.444828
500, 0.431408
502, 0.427443
504, 0.433841
506, 0.438197
508, 0.443599
510, 0.447829
512, 0.453399
514, 0.457103
516, 0.463501
518, 0.466716
520, 0.473274
522, 0.475912
524, 0.482071
526, 0.482764
528, 0.486752
530, 0.470503
532, 0.455006
534, 0.464166
536, 0.466417
538, 0.474269
540, 0.478224
542, 0.485102
544, 0.488834
546, 0.496018
548, 0.49929
550, 0.50582
552, 0.507688
554, 0.511411
556, 0.504601
558, 0.481903
560, 0.488318
562, 0.492892
564, 0.500366
566, 0.505627
568, 0.51341
570, 0.517753
572, 0.524787
574, 0.531522
576, 0.536009
578, 0.545334
580, 0.547165
582, 0.557298
584, 0.559284
586, 0.565575
588, 0.571908
590, 0.569656
592, 0.579842
594, 0.570123
596, 0.569805
598, 0.554899
600, 0.465603
602, 0.413716
604, 0.429114
606, 0.429733
608, 0.432882
610, 0.44572
612, 0.446484
614, 0.450816
616, 0.457354
618, 0.46141
620, 0.468858
622, 0.474147
624, 0.479076
626, 0.486228
628, 0.490815
630, 0.496605
632, 0.503612
634, 0.507943
636, 0.514536
638, 0.521436
640, 0.525498
642, 0.532836
644, 0.539456
646, 0.542854
648, 0.550828
650, 0.557042
652, 0.559264
654, 0.56783
656, 0.57329
658, 0.572624
660, 0.581065
662, 0.584668
664, 0.575807
666, 0.580437
668, 0.573321
670, 0.508943
672, 0.439275
674, 0.429449
676, 0.44283
678, 0.439907
680, 0.444966
682, 0.460157
684, 0.461324
686, 0.459981
688, 0.469191
690, 0.474636
692, 0.476719
694, 0.486023
696, 0.49285
698, 0.493674
700, 0.500873
702, 0.509958
704, 0.510971
706, 0.514726
708, 0.525673
710, 0.52959
712, 0.528669
714, 0.537413
716, 0.546658
718, 0.543227
720, 0.542124
722, 0.553132
724, 0.552031
726, 0.523357
728, 0.490602
730, 0.476466
732, 0.474407
734, 0.475329
736, 0.481746
738, 0.488066
740, 0.484316
742, 0.478929
744, 0.482431
746, 0.475521
748, 0.431248
750, 0.363482
752, 0.316548
754, 0.308302
756, 0.316015
758, 0.318457
760, 0.320281
762, 0.329207
764, 0.336902
766, 0.334772
768, 0.330042
770, 0.333284
772, 0.341842
774, 0.346759
776, 0.347814
778, 0.351172
780, 0.357339
782, 0.361273
784, 0.362159
786, 0.364543
788, 0.36993
790, 0.374416
792, 0.375921
794, 0.377813
796, 0.382855
798, 0.388312
800, 0.390601
802, 0.391443
804, 0.395085
806, 0.401149
808, 0.404987
810, 0.405161
812, 0.406048
814, 0.411041
816, 0.416723
818, 0.417444
820, 0.414035
822, 0.413421
824, 0.418298
826, 0.420503
828, 0.407918
830, 0.377645
832, 0.340278
834, 0.3108
836, 0.296658
838, 0.29492
840, 0.298676
842, 0.303626
844, 0.308652
846, 0.312833
848, 0.314461
850, 0.313085
852, 0.310937
854, 0.311203
856, 0.314995
858, 0.32052
860, 0.325176
862, 0.328003
864, 0.329984
866, 0.332423
868, 0.335536
870, 0.338607
872, 0.341101
874, 0.34326
876, 0.345695
878, 0.348659
880, 0.351861
882, 0.354894
884, 0.357693
886, 0.360527
888, 0.363645
890, 0.36701
892, 0.370378
894, 0.373584
896, 0.376715
898, 0.380008
900, 0.383596
902, 0.387371
904, 0.391087
906, 0.394612
908, 0.398062
910, 0.401691
912, 0.405637
914, 0.409765
916, 0.41378
918, 0.417503
920, 0.421049
922, 0.424725
924, 0.428734
926, 0.432977
928, 0.437149
930, 0.441036
932, 0.444728
934, 0.448533
936, 0.452679
938, 0.457082
940, 0.461428
942, 0.465473
944, 0.469292
946, 0.473211
948, 0.4775
950, 0.482111
952, 0.486703
954, 0.490956
956, 0.494875
958, 0.498794
960, 0.503085
962, 0.507803
964, 0.512607
966, 0.517041
968, 0.520929
970, 0.524557
972, 0.528453
974, 0.532943
976, 0.537828
978, 0.54249
980, 0.546355
982, 0.549385
984, 0.552176
986, 0.555524
988, 0.559692
990, 0.563865
992, 0.566198
994, 0.564553
996, 0.557578
998, 0.54558
1000, 0.530704



